"number","callOtherCarrierRatio","weekdayCall","color","memberProfile","averageArpu","closeness","nighttimeCall","averageDurationProfile","aisRatioProfile","daytimeCall","daytimeNighttimeProfile","outGroupCall","averageNoOfCallProfile","member","weekdayWeekendProfile","averageArpuProfile","callOtherCarrierProfile","eccentricity","averageNoOfCall","aisRatio","averageDurationCall","weekendCall","inGroupCall","betweenness","communityID"
"1269","0.9","5324","#61657b","Low","71.33","2.1144578313253013","2757","Very Low","High","4763","Daytime","69","Very Low","1290","Weekend","Very Low","Very High","3.0","8.68","0.67","276.39","2196","7520","229.4413245448611","1269"
"840","1","4","#69de6b","Very Low","199","0.0","2","Very Low","High","2","Average","0","Very Low","4","Average","Very Low","Very High","0.0","1.33","0.75","136.75","0","4","0.0","840"
"1026","1","35","#603743","Very Low","117.8","0.0","13","Very Low","High","40","Daytime","0","Very Low","15","Weekend","Very Low","Very High","0.0","5.3","0.67","98.83","18","53","0.0","1026"
"1268","0.97","74","#8a832e","Very Low","91.61","0.0","20","Very Low","Medium","88","Daytime","0","Very Low","21","Weekend","Very Low","Very High","0.0","8.31","0.62","172.94","34","108","0.0","1268"
"841","1","120","#82579a","Very Low","111.14","0.0","40","Very Low","Low","108","Daytime","0","Very Low","33","Weekday","Very Low","Very High","0.0","10.57","0.42","199.43","28","148","0.0","841"
"1025","1","9","#c9a4b7","Very Low","212","0.0","5","Very Low","Medium","7","Average","0","Very Low","7","Average","Very Low","Very High","0.0","3","0.57","106.83","3","12","0.0","1025"
"1267","1","24","#eb963d","Very Low","144","0.0","12","Very Low","Low","16","Average","0","Very Low","7","Weekday","Very Low","Very High","0.0","9.33","0.43","137.79","4","28","0.0","1267"
"600","1","30","#1697d7","Very Low","111.6","0.0","24","Very Low","Very Low","10","Nighttime","0","Very Low","19","Weekday","Very Low","Very High","0.0","6.8","0.26","219.41","4","34","0.0","600"
"842","1","14","#9db39c","Very Low","43.33","0.0","0","Very Low","Very High","16","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","2.67","1","34.62","2","16","0.0","842"
"1024","1","35","#813966","Very Low","393.09","0.0","19","Very Low","Medium","30","Daytime","0","Very Low","22","Average","Very Low","Very High","0.0","3.77","0.59","446.59","14","49","0.0","1024"
"1266","0.86","2327","#641d2f","Very Low","99.04","1.9216867469879517","1516","Very Low","Medium","1730","Daytime","72","Very Low","525","Weekday","Very Low","Very High","3.0","11.63","0.53","221.19","919","3246","39.95275016848981","1266"
"601","1","142","#4d415b","Very Low","113","0.0","54","Very Low","Low","124","Daytime","0","Very Low","25","Weekday","Very Low","Very High","0.0","19.78","0.36","83.09","36","178","0.0","601"
"843","1","90","#addad6","Very Low","169.89","0.0","64","Very Low","Low","48","Nighttime","0","Very Low","28","Weekday","Very Low","Very High","0.0","12.44","0.32","204.95","22","112","0.0","843"
"1023","0.85","3172","#837bdb","Very Low","118.52","1.7891566265060241","1292","Very Low","Medium","2707","Daytime","261","Very Low","744","Weekday","Very Low","Very High","3.0","10.87","0.49","176.51","827","3999","132.1717284333313","1023"
"1265","0.86","32","#7f3cc1","Very Low","354.7","0.0","18","Very Low","Low","19","Average","0","Very Low","12","Weekday","Very Low","Very High","0.0","7.4","0.42","121.46","5","37","0.0","1265"
"602","1","11","#b2d1a1","Very Low","66.67","0.0","5","Very Low","High","6","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","3.67","0.75","546.09","0","11","0.0","602"
"844","1","56","#f1dc98","Very Low","22.22","0.0","22","Very Low","Very High","49","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","7.89","0.9","277.2","15","71","0.0","844"
"603","1","46","#6adf99","Very Low","14.29","0.0","36","Very Low","Very High","32","Average","0","Very Low","7","Weekend","Very Low","Very High","0.0","9.71","1","626.85","22","68","0.0","603"
"845","0.92","3217","#97e2af","Very Low","115.75","1.8072289156626506","1092","Very Low","Low","3031","Daytime","237","Very Low","788","Weekday","Very Low","Very High","3.0","11.81","0.44","203.65","906","4123","57.118121106401304","845"
"604","1","458","#884641","Very Low","87.98","0.0","214","Very Low","Medium","346","Daytime","0","Very Low","89","Weekday","Very Low","Very High","0.0","13.66","0.46","149.76","102","560","0.0","604"
"846","1","1","#8fa24f","Very Low","83.03","0.0","0","Very Low","Medium","3","Average","0","Very Low","4","Average","Very Low","Very High","0.0","1.5","0.5","60.33","2","3","0.0","846"
"605","1","30","#919b5e","Very Low","30.72","0.0","4","Very Low","Very High","38","Daytime","0","Very Low","11","Average","Very Low","Very High","0.0","4.67","0.82","151.52","12","42","0.0","605"
"847","1","0","#756fbd","Very Low","3.85","0.0","42","Very Low","Very High","8","Nighttime","0","Very Low","26","Weekend","Very Low","Very High","0.0","1.92","1","2","50","50","0.0","847"
"606","1","10","#8d2d82","Very Low","333","0.0","18","Very Low","Low","8","Nighttime","0","Very Low","7","Weekend","Very Low","Very High","0.0","8.67","0.43","62.92","16","26","0.0","606"
"848","1","5","#8f9883","Very Low","0","0.0","3","Very Low","Low","3","Average","0","Very Low","3","Average","Very Low","Very High","0.0","6","0.33","83.83","1","6","0.0","848"
"607","1","39","#268557","Very Low","43.16","0.0","4","Very Low","Very High","41","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","7.5","1","292.02","6","45","0.0","607"
"849","1","56","#a24178","Very Low","13.44","0.0","24","High","Very High","68","Daytime","0","Very Low","12","Weekend","Very Low","Very High","0.0","7.67","1","3107.13","36","92","0.0","849"
"608","0.83","43","#7591c0","Very Low","128.75","0.0","10","Very Low","Medium","36","Daytime","0","Very Low","24","Weekday","Very Low","Very High","0.0","3.54","0.54","71.8","3","46","0.0","608"
"609","0.98","150","#5190b1","Very Low","413.5","0.0","76","Very Low","High","96","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","24.57","0.7","51.79","22","172","0.0","609"
"1044","0.96","94","#b355d9","Very Low","41.45","0.0","53","Very Low","Medium","87","Daytime","0","Very Low","61","Weekend","Very Low","Very High","0.0","3.68","0.62","98.66","46","140","0.0","1044"
"1286","0.87","5446","#64905e","Low","95.92","1.7409638554216869","2654","Very Low","Medium","4369","Daytime","239","Very Low","1218","Weekday","Very Low","Very High","3.0","11.46","0.5","300.42","1577","7023","173.78379551153162","1286"
"1043","1","45","#a1bddc","Very Low","21.72","0.0","12","Very Low","High","46","Daytime","0","Very Low","21","Weekday","Very Low","Very High","0.0","3.41","0.81","148.62","13","58","0.0","1043"
"1285","0.86","2061","#816e85","Very Low","197.72","1.8855421686746987","922","Very Low","Low","1594","Daytime","81","Very Low","468","Weekday","Very Low","Very High","3.0","14.13","0.38","131.63","455","2516","48.91183402547037","1285"
"1042","1","68","#df70ad","Very Low","0","0.0","36","Very Low","High","76","Daytime","0","Very Low","10","Weekend","Very Low","Very High","0.0","14","0.8","186.93","44","112","0.0","1042"
"1284","0.97","85","#6f4583","Very Low","111.53","0.0","46","Very Low","Low","86","Daytime","0","Very Low","37","Weekend","Very Low","Very High","0.0","8.25","0.43","39.98","47","132","0.0","1284"
"1041","0.91","2199","#4fc4e2","Very Low","102.76","1.9518072289156627","1061","Very Low","Medium","1722","Daytime","92","Very Low","536","Weekday","Very Low","Very High","3.0","11.22","0.46","115.55","584","2783","48.874905416519546","1041"
"1283","1","69","#8b287c","Very Low","87.05","0.0","9","Very Low","High","79","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","8","0.69","139.76","19","88","0.0","1283"
"1040","1","26","#76497d","Very Low","115.25","0.0","8","Very Low","High","22","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","3.75","0.8","107.87","4","30","0.0","1040"
"1282","0.93","4314","#ae47c7","Low","143.63","1.783132530120482","1574","Very Low","Low","3894","Daytime","170","Very Low","1059","Weekday","Very Low","Very High","3.0","12.21","0.42","143.5","1154","5468","126.54942371559133","1282"
"1281","1","40","#5c830d","Very Low","171.76","0.0","2","Very Low","High","42","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","11","0.67","168.59","4","44","0.0","1281"
"1280","1","20","#83271f","Very Low","127.27","0.0","12","Very Low","Very High","18","Daytime","0","Very Low","6","Average","Very Low","Very High","0.0","5","1","432","10","30","0.0","1280"
"1039","1","40","#7b298c","Very Low","123.38","0.0","16","Very Low","Medium","31","Daytime","0","Very Low","8","Weekday","Very Low","Very High","0.0","11.75","0.5","277.49","7","47","0.0","1039"
"850","1","2","#791485","Very Low","663","0.0","1","Very Low","Medium","2","Average","0","Very Low","2","Average","Very Low","Very High","0.0","3","0.5","52","1","3","0.0","850"
"1038","0.9","6314","#5f7f5a","Low","62.04","1.9518072289156627","1715","Very Low","Medium","6379","Daytime","125","Very Low","1188","Weekday","Very Low","Very High","3.0","10.81","0.63","144.13","1780","8094","42.796974752733654","1038"
"851","0.99","58","#82882d","Very Low","80.77","0.0","32","Very Low","High","38","Daytime","0","Very Low","18","Weekday","Very Low","Very High","0.0","5.38","0.72","233.3","12","70","0.0","851"
"1037","1","7","#9e9a7e","Very Low","109.8","0.0","8","Very Low","Medium","9","Average","0","Very Low","9","Weekend","Very Low","Very High","0.0","3.4","0.56","72.41","10","17","0.0","1037"
"1279","1","12","#b15962","Very Low","114.75","0.0","1","Very Low","High","19","Daytime","0","Very Low","6","Weekend","Very Low","Very High","0.0","5","0.67","70.05","8","20","0.0","1279"
"610","0.96","52","#7cac92","Very Low","144","0.0","24","Very Low","Low","43","Daytime","0","Very Low","26","Weekday","Very Low","Very High","0.0","8.38","0.31","194.63","15","67","0.0","610"
"852","1","30","#c68027","Very Low","74.52","0.0","8","Very Low","High","32","Daytime","0","Very Low","10","Average","Very Low","Very High","0.0","5","0.8","331.6","10","40","0.0","852"
"1036","0.91","136","#5e558d","Very Low","73.42","0.0","28","Very Low","High","136","Daytime","0","Very Low","22","Weekday","Very Low","Very High","0.0","9.65","0.77","193.06","28","164","0.0","1036"
"1278","0.9","2740","#a2c154","Very Low","111.39","1.8734939759036144","1112","Very Low","Low","2517","Daytime","100","Very Low","650","Weekday","Very Low","Very High","3.0","12.64","0.44","164.87","889","3629","31.841662987135226","1278"
"611","1","16","#67b762","Very Low","270.1","0.0","3","Very Low","Medium","13","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","3.2","0.56","54.88","0","16","0.0","611"
"853","1","38","#8e26c2","Very Low","117.6","0.0","12","Very Low","Very High","34","Daytime","0","Very Low","4","Weekday","Very Low","Very High","0.0","11.5","1","114.02","8","46","0.0","853"
"1035","1","25","#6852af","Very Low","47.09","0.0","6","Very Low","Very High","34","Daytime","0","Very Low","8","Weekend","Very Low","Very High","0.0","5.71","0.88","465.2","15","40","0.0","1035"
"1277","0.81","1700","#63949c","Very Low","83.16","1.9156626506024097","777","Very Low","Medium","1405","Daytime","78","Very Low","347","Weekday","Very Low","High","3.0","11.19","0.56","193.81","482","2182","53.29444470280624","1277"
"612","1","18","#b043cf","Very Low","75.73","0.0","18","Very Low","Medium","9","Nighttime","0","Very Low","12","Average","Very Low","Very High","0.0","3.86","0.58","96.74","9","27","0.0","612"
"854","0.97","26","#32589c","Very Low","29.29","0.0","48","Very Low","Very High","26","Nighttime","0","Very Low","7","Weekend","Very Low","Very High","0.0","12.33","0.86","828.16","48","74","0.0","854"
"1034","1","4","#bbe592","Very Low","64.93","0.0","0","Low","Very High","10","Daytime","0","Very Low","6","Weekend","Very Low","Very High","0.0","1.67","1","1152.2","6","10","0.0","1034"
"1276","1","0","#924873","Very Low","1410.77","0.0","12","Very Low","Very Low","2","Nighttime","0","Very Low","4","Weekend","Very Low","Very High","0.0","14","0.25","180.29","14","14","0.0","1276"
"613","1","0","#6ba3b3","Very Low","2.82","0.0","1","Very High","Very High","0","Average","0","Very Low","2","Average","Very Low","Very High","0.0","0.5","1","3451","1","1","0.0","613"
"855","1","6","#a6d2e1","Very Low","0","0.0","12","Very High","Very High","12","Average","0","Very Low","4","Weekend","Very Low","Very High","0.0","6","1","3435","18","24","0.0","855"
"614","1","10","#b424b5","Very Low","106.17","0.0","6","Very Low","Medium","9","Average","0","Very Low","11","Average","Very Low","Very High","0.0","2.5","0.55","75.87","5","15","0.0","614"
"856","1","40","#517878","Very Low","239.6","0.0","26","Very Low","Very High","18","Nighttime","0","Very Low","6","Weekday","Very Low","Very High","0.0","8.8","0.83","133.36","4","44","0.0","856"
"615","1","63","#ab8296","Very Low","89.34","0.0","42","Very Low","Low","47","Average","0","Very Low","37","Average","Very Low","Very High","0.0","7.42","0.32","128.97","26","89","0.0","615"
"857","1","80","#897e86","Very Low","118.29","0.0","61","Very Low","Medium","38","Nighttime","0","Very Low","21","Weekday","Very Low","Very High","0.0","7.62","0.62","267.21","19","99","0.0","857"
"616","1","35","#3f7bb1","Very Low","170.17","0.0","11","Very Low","Medium","33","Daytime","0","Very Low","14","Weekday","Very Low","Very High","0.0","5.5","0.57","46.3","9","44","0.0","616"
"858","1","29","#a14d6f","Very Low","75.86","0.0","11","Very Low","Low","26","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","9.25","0.4","196.54","8","37","0.0","858"
"617","1","28","#55ae69","Very Low","183","0.0","6","Very Low","Low","28","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","11.33","0.33","68.88","6","34","0.0","617"
"859","0.84","46","#68e527","Very Low","262.98","0.0","36","Very Low","Medium","49","Daytime","0","Very Low","17","Weekend","Very Low","Very High","0.0","8.5","0.59","192.62","39","85","0.0","859"
"618","1","60","#ecc56a","Very Low","33.45","0.0","4","Very Low","Very High","78","Daytime","0","Very Low","13","Average","Very Low","Very High","0.0","6.83","0.92","195.2","22","82","0.0","618"
"619","0.97","82","#574ca4","Very Low","215.59","0.0","49","Very Low","Low","65","Daytime","0","Very Low","31","Average","Very Low","Very High","0.0","10.36","0.35","69.79","32","114","0.0","619"
"1055","0.86","2245","#7058a3","Very Low","124.06","2.1626506024096384","1155","Very Low","Medium","2051","Daytime","60","Very Low","542","Weekend","Very Low","Very High","3.0","11.62","0.51","277.26","961","3206","3.3890680531847397","1055"
"1297","1","88","#5f2e6e","Very Low","0","0.0","28","Very Low","High","60","Daytime","0","Low","3","Weekday","Very Low","Very High","0.0","44","0.67","434.23","0","88","0.0","1297"
"1054","0.88","1520","#47987f","Very Low","101.11","2.283132530120482","528","Very Low","Medium","1332","Daytime","20","Very Low","351","Weekday","Very Low","Very High","3.0","10.69","0.5","141.82","340","1860","10.419588484699364","1054"
"1296","0.92","1994","#84d64d","Very Low","224.09","1.8795180722891567","867","Very Low","Low","1734","Daytime","94","Very Low","489","Weekday","Very Low","Very High","3.0","11.77","0.45","203.87","607","2601","93.99862343797365","1296"
"1053","0.97","66","#d7ac81","Very Low","89.25","0.0","34","Very Low","Medium","54","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","8.8","0.62","126.5","22","88","0.0","1053"
"1295","0.86","1101","#913752","Very Low","149.77","1.9156626506024097","620","Very Low","Low","764","Daytime","55","Very Low","276","Weekday","Very Low","Very High","3.0","13.31","0.38","131.23","283","1384","11.795876014370588","1295"
"1052","0.88","12192","#889f9d","Medium","158.85","1.5542168674698795","6306","Very Low","Low","8564","Daytime","1925","Very Low","2591","Weekday","Very Low","Very High","3.0","13.92","0.41","132.4","2678","14870","595.3252416859852","1052"
"1294","1","7","#477852","Very Low","53.45","0.0","5","Very Low","High","3","Average","0","Very Low","6","Average","Very Low","Very High","0.0","2","0.67","164.62","1","8","0.0","1294"
"1051","1","186","#5e2c4b","Very Low","98.39","0.0","122","Medium","Very High","124","Average","0","Very Low","12","Weekday","Very Low","Very High","0.0","24.6","0.83","2259.61","60","246","0.0","1051"
"1293","1","54","#60786f","Very Low","42.85","0.0","8","Very Low","Low","62","Daytime","0","Very Low","24","Weekday","Very Low","Very High","0.0","8.75","0.33","76.57","16","70","0.0","1293"
"1050","1","49","#7f5217","Very Low","111.5","0.0","23","Very Low","High","45","Daytime","0","Very Low","25","Average","Very Low","Very High","0.0","4.25","0.64","168.46","19","68","0.0","1050"
