"number","callOtherCarrierRatio","weekdayCall","color","memberProfile","averageArpu","closeness","nighttimeCall","averageDurationProfile","aisRatioProfile","daytimeCall","daytimeNighttimeProfile","outGroupCall","averageNoOfCallProfile","member","weekdayWeekendProfile","averageArpuProfile","callOtherCarrierProfile","eccentricity","averageNoOfCall","aisRatio","averageDurationCall","weekendCall","inGroupCall","betweenness","communityID"
"1374","1","0","#a474ac","Very Low","236.45","0.0","0","Very Low","Medium","1","Average","0","Very Low","2","Average","Very Low","Very High","0.0","1","0.5","34","1","1","0.0","1374"
"1131","0.93","8","#8ac443","Very Low","78.17","0.0","7","Very Low","Very High","7","Average","0","Very Low","9","Weekend","Very Low","Very High","0.0","1.75","0.89","96.64","6","14","0.0","1131"
"1373","0.86","1046","#a68ba4","Very Low","184.44","2.0","495","Very Low","Medium","771","Daytime","46","Very Low","264","Weekday","Very Low","Very High","3.0","8.12","0.59","107.64","220","1266","26.40425879513475","1373"
"1130","0.89","5901","#5bbd99","Low","95.69","1.7289156626506024","2355","Very Low","Medium","5331","Daytime","198","Very Low","1475","Weekday","Very Low","Very High","3.0","10.83","0.48","129.29","1785","7686","297.06499936807984","1130"
"1372","1","82","#f0b340","Very Low","65.62","0.0","23","Very Low","Medium","61","Daytime","0","Very Low","28","Weekday","Very Low","Very High","0.0","5.25","0.57","143.14","2","84","0.0","1372"
"1371","0.87","9949","#13ba29","Medium","175.1","1.5421686746987953","5305","Very Low","Low","7317","Daytime","1241","Very Low","1990","Weekday","Very Low","Very High","2.0","14.68","0.43","107.45","2673","12622","420.3538797137762","1371"
"1370","1","80","#9f9210","Very Low","199.9","0.0","68","Very Low","Medium","26","Nighttime","0","Very Low","13","Weekday","Very Low","Very High","0.0","15.67","0.46","190.49","14","94","0.0","1370"
"1129","1","26","#a79372","Very Low","676.46","0.0","5","Very Low","Very Low","28","Daytime","0","Low","9","Weekday","Very Low","Very High","0.0","33","0.11","63.39","7","33","0.0","1129"
"1128","1","64","#9da0af","Very Low","0","0.0","50","Very Low","High","38","Nighttime","0","Very Low","15","Average","Very Low","Very High","0.0","8","0.73","279.09","24","88","0.0","1128"
"1127","0.81","2592","#7034ac","Very Low","119.44","1.9819277108433735","1065","Very Low","Medium","2374","Daytime","123","Very Low","496","Weekday","Very Low","High","3.0","13.23","0.52","315.76","847","3439","26.460633879052335","1127"
"1369","0.84","1547","#bc5494","Very Low","193.04","1.9819277108433735","798","Very Low","Medium","1303","Daytime","71","Very Low","362","Weekday","Very Low","Very High","3.0","11.67","0.5","153.74","554","2101","15.201139881517939","1369"
"1126","1","24","#7c9944","Very Low","79.63","0.0","13","Very Low","High","16","Average","0","Very Low","5","Weekday","Very Low","Very High","0.0","7.25","0.8","99.97","5","29","0.0","1126"
"1368","0.91","1670","#b053ed","Very Low","89.45","2.0903614457831323","372","Very Low","Medium","1590","Daytime","48","Very Low","412","Weekday","Very Low","Very High","3.0","9.76","0.49","144.88","292","1962","15.557189778876248","1368"
"1125","1","66","#6551b3","Very Low","83","0.0","58","Very Low","High","42","Nighttime","0","Very Low","8","Weekend","Very Low","Very High","0.0","16.67","0.75","486.74","34","100","0.0","1125"
"1367","0.92","5059","#de8e25","Low","198.35","1.7409638554216869","1749","Very Low","Medium","4595","Daytime","255","Very Low","1289","Weekday","Very Low","Very High","2.0","9.91","0.5","156.35","1285","6344","182.8004100923848","1367"
"940","1","9","#c05fa2","Very Low","119.8","0.0","3","Very Low","Medium","10","Daytime","0","Very Low","10","Average","Very Low","Very High","0.0","2.6","0.5","43.69","4","13","0.0","940"
"1124","1","18","#a481f2","Very Low","371.25","0.0","4","Very Low","Very Low","26","Daytime","0","Very Low","8","Weekend","Very Low","Very High","0.0","15","0.25","94.93","12","30","0.0","1124"
"1366","1","8","#731a5f","Very Low","229.73","0.0","7","Very Low","Low","4","Average","0","Very Low","7","Average","Very Low","Very High","0.0","3.67","0.43","71.36","3","11","0.0","1366"
"941","1","20","#977829","Very Low","42.08","0.0","3","Very Low","Medium","28","Daytime","0","Very Low","14","Weekend","Very Low","Very High","0.0","4.43","0.5","148.35","11","31","0.0","941"
"1123","0.65","73","#473a9c","Very Low","136.4","0.0","31","Very Low","Low","62","Daytime","0","Very Low","25","Weekday","Very Low","Medium","0.0","8.45","0.44","114.01","20","93","0.0","1123"
"1365","0.93","1507","#9f5da0","Very Low","122.75","2.1987951807228914","761","Very Low","Medium","1325","Daytime","40","Very Low","373","Weekday","Very Low","Very High","3.0","11.04","0.51","222.08","579","2086","6.38913248176243","1365"
"700","1","12","#867db9","Very Low","62.5","0.0","18","Very Low","Medium","12","Nighttime","0","Very Low","7","Weekend","Very Low","Very High","0.0","7.5","0.57","127.6","18","30","0.0","700"
"942","1","49","#9b8799","Very Low","2.53","0.0","9","Very Low","High","47","Daytime","0","Very Low","11","Weekday","Very Low","Very High","0.0","8","0.64","76.82","7","56","0.0","942"
"1122","1","125","#0f4f19","Very Low","138.81","0.0","61","Very Low","Low","99","Daytime","0","Very Low","40","Weekday","Very Low","Very High","0.0","10","0.4","80.4","35","160","0.0","1122"
"1364","0.87","1537","#6e4586","Very Low","96.96","1.9819277108433735","525","Very Low","Low","1351","Daytime","123","Very Low","408","Weekday","Very Low","Very High","3.0","11.04","0.42","184.41","339","1876","17.81563476286291","1364"
"701","1","10","#a79bb8","Very Low","269.5","0.0","10","Very Low","Low","0","Nighttime","0","Very Low","6","Weekday","Very Low","Very High","0.0","5","0.33","80.4","0","10","0.0","701"
"943","1","5","#c0c685","Very Low","99.75","0.0","3","Very Low","High","3","Average","0","Very Low","6","Average","Very Low","Very High","0.0","1.5","0.67","109.33","1","6","0.0","943"
"702","1","8","#b14958","Very Low","150","0.0","6","Very Low","High","8","Average","0","Very Low","3","Weekend","Very Low","Very High","0.0","7","0.67","156.43","6","14","0.0","702"
"944","1","15","#6e8e5a","Very Low","301.23","0.0","11","Very Low","Medium","7","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","9","0.5","203.94","3","18","0.0","944"
"703","1","14","#826375","Very Low","952","0.0","11","Very Low","Very Low","11","Average","0","Very Low","4","Weekend","Very Low","Very High","0.0","22","0.25","139.91","8","22","0.0","703"
"945","0.91","70","#91776d","Very Low","183.88","0.0","32","Very Low","Low","58","Daytime","0","Very Low","23","Weekday","Very Low","Very High","0.0","11.25","0.35","137.04","20","90","0.0","945"
"704","1","23","#e55a6c","Very Low","215","0.0","13","Very Low","Low","23","Daytime","0","Very Low","5","Weekend","Very Low","Very High","0.0","18","0.4","47.81","13","36","0.0","704"
"946","1","90","#57a735","Very Low","59.24","0.0","21","Very Low","High","91","Daytime","0","Very Low","29","Weekday","Very Low","Very High","0.0","5.6","0.69","206.04","22","112","0.0","946"
"705","1","12","#8a6076","Very Low","332.67","0.0","6","Very Low","Medium","10","Average","0","Very Low","6","Average","Very Low","Very High","0.0","5.33","0.5","165.12","4","16","0.0","705"
"947","1","32","#72319b","Very Low","50.32","0.0","10","Very Low","Very High","30","Daytime","0","Very Low","15","Weekday","Very Low","Very High","0.0","3.08","0.87","427.9","8","40","0.0","947"
"706","1","12","#557e95","Very Low","199.67","0.0","10","Very Low","High","12","Average","0","Very Low","4","Weekend","Very Low","Very High","0.0","7.33","0.75","89.45","10","22","0.0","706"
"948","1","12","#67dc60","Very Low","101.85","0.0","6","Very Low","High","20","Daytime","0","Very Low","3","Weekend","Very Low","Very High","0.0","13","0.67","728.69","14","26","0.0","948"
"707","1","56","#686f40","Very Low","82.71","0.0","36","Very Low","Low","40","Average","0","Very Low","18","Weekday","Very Low","Very High","0.0","10.86","0.39","374.66","20","76","0.0","707"
"949","1","10","#987845","Very Low","1287","0.0","7","Very Low","Low","5","Average","0","Very Low","5","Average","Very Low","Very High","0.0","6","0.4","19.58","2","12","0.0","949"
"708","1","10","#b38bad","Very Low","75.79","0.0","1","Very Low","Low","9","Daytime","0","Very Low","5","Weekday","Very Low","Very High","0.0","5","0.4","65.1","0","10","0.0","708"
"709","1","15","#4055b5","Very Low","33","0.0","8","Very Low","Low","13","Average","0","Very Low","9","Average","Very Low","Very High","0.0","7","0.33","47.48","6","21","0.0","709"
"1143","1","15","#a41063","Very Low","187.63","0.0","13","Very Low","Low","8","Average","0","Very Low","7","Average","Very Low","Very High","0.0","7","0.43","510.05","6","21","0.0","1143"
"1385","0.98","170","#c0b96e","Very Low","106.96","0.0","154","Very Low","Low","80","Nighttime","0","Low","17","Weekday","Very Low","Very High","0.0","33.43","0.41","386.86","64","234","0.0","1385"
"1142","1","20","#ea7fa8","Very Low","102.08","0.0","8","Very Low","Medium","15","Daytime","0","Very Low","12","Weekday","Very Low","Very High","0.0","3.83","0.5","232.83","3","23","0.0","1142"
"1384","0.94","3491","#a134c6","Low","78.37","1.7771084337349397","908","Very Low","Medium","3153","Daytime","229","Very Low","1013","Weekday","Very Low","Very High","3.0","8.19","0.49","165.37","570","4061","194.4514187557563","1384"
"1141","1","58","#91bcac","Very Low","26.94","0.0","64","Very Low","Very High","22","Nighttime","0","Very Low","9","Weekend","Very Low","Very High","0.0","10.75","0.89","397.74","28","86","0.0","1141"
"1383","1","12","#3c296b","Very Low","119.8","0.0","12","Very Low","Low","10","Average","0","Very Low","11","Weekend","Very Low","Very High","0.0","4.4","0.45","95.5","10","22","0.0","1383"
"1140","1","48","#a4541f","Very Low","416.62","0.0","30","Very Low","Medium","37","Daytime","0","Very Low","8","Average","Very Low","Very High","0.0","16.75","0.5","298.39","19","67","0.0","1140"
"1382","0.92","2717","#9e6b2c","Very Low","82.19","1.8072289156626506","713","Very Low","Low","2366","Daytime","137","Very Low","921","Weekday","Very Low","Very High","3.0","9.44","0.35","90.93","362","3079","71.88805122535798","1382"
"1381","0.95","5431","#83c575","Low","138.71","1.8493975903614457","2163","Very Low","Low","4105","Daytime","133","Very Low","1152","Weekday","Very Low","Very High","3.0","13.51","0.4","143.8","837","6268","66.83580360948275","1381"
"1380","0.87","4144","#777e9e","Low","144.71","1.7771084337349397","1741","Very Low","Medium","3663","Daytime","195","Very Low","1060","Weekday","Very Low","Very High","3.0","10.37","0.49","268.54","1260","5404","161.04885558321396","1380"
"1139","1","94","#2a63a4","Very Low","42.62","0.0","50","Very Low","High","68","Daytime","0","Very Low","14","Weekday","Very Low","Very High","0.0","13.11","0.64","227.51","24","118","0.0","1139"
"1138","0.98","92","#a0b05b","Very Low","78.55","0.0","37","Very Low","Medium","77","Daytime","0","Very Low","21","Weekday","Very Low","Very High","0.0","10.36","0.52","138.16","22","114","0.0","1138"
"1137","1","2","#944a74","Very Low","41.44","0.0","0","Very Low","Very High","5","Average","0","Very Low","2","Weekend","Very Low","Very High","0.0","2.5","1","281.8","3","5","0.0","1137"
"1379","0.95","774","#77e86b","Very Low","89.94","2.2289156626506026","223","Very Low","Low","746","Daytime","6","Very Low","207","Weekday","Very Low","Very High","3.0","10.42","0.45","121.6","195","969","0.2288220551378446","1379"
"950","1","48","#a8a164","Very Low","482.47","0.0","26","Very Low","Low","34","Daytime","0","Low","3","Weekday","Very Low","Very High","0.0","60","0.33","219.33","12","60","0.0","950"
"1136","0.96","1027","#614f66","Very Low","91.55","2.0240963855421685","281","Very Low","Medium","962","Daytime","55","Very Low","314","Weekday","Very Low","Very High","3.0","8.63","0.46","117.13","216","1243","10.81312501392266","1136"
"1378","1","24","#566073","Very Low","65.87","0.0","9","Very Low","High","21","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","4.29","0.7","116.4","6","30","0.0","1378"
"951","1","32","#514cf0","Very Low","81.12","0.0","14","Very Low","Medium","36","Daytime","0","Very Low","13","Weekend","Very Low","Very High","0.0","6.25","0.62","195.82","18","50","0.0","951"
"1135","1","40","#6e8999","Very Low","0","0.0","24","Very Low","Very High","38","Daytime","0","Very Low","10","Weekend","Very Low","Very High","0.0","6.89","0.9","148.97","22","62","0.0","1135"
"1377","1","60","#47a42f","Very Low","384.4","0.0","68","Very Low","Low","26","Nighttime","0","Very Low","8","Weekend","Very Low","Very High","0.0","31.33","0.38","439.55","34","94","0.0","1377"
"710","0.98","148","#2877b8","Very Low","76.73","0.0","10","Very Low","High","156","Daytime","0","Very Low","38","Weekday","Very Low","Very High","0.0","6.38","0.68","136.77","18","166","0.0","710"
"952","1","20","#4a6b6b","Very Low","741.5","0.0","10","Very Low","Very Low","14","Average","0","Very Low","6","Weekday","Very Low","Very High","0.0","24","0.17","153.25","4","24","0.0","952"
"1134","0.84","1521","#407d33","Very Low","87.29","1.9819277108433735","702","Very Low","Medium","1293","Daytime","70","Very Low","421","Weekday","Very Low","Very High","3.0","8.42","0.56","122.58","474","1995","39.84033879930235","1134"
"1376","0.92","3367","#428294","Very Low","112.01","1.8975903614457832","1467","Very Low","Medium","2995","Daytime","105","Very Low","828","Weekday","Very Low","Very High","3.0","11.32","0.48","194.25","1095","4462","195.99128216820017","1376"
"711","1","24","#51235e","Very Low","165","0.0","20","Very Low","Low","16","Average","0","Very Low","6","Weekend","Very Low","Very High","0.0","18","0.33","733.11","12","36","0.0","711"
"953","1","14","#58578f","Very Low","139.01","0.0","1","Very Low","Low","16","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","2.83","0.38","164","3","17","0.0","953"
"1133","0.78","1421","#9532b6","Very Low","139.53","2.0060240963855422","491","Very Low","Medium","1552","Daytime","95","Very Low","332","Weekend","Very Low","High","3.0","12.09","0.51","128.81","622","2043","4.902051076742579","1133"
"1375","0.96","1763","#928eb8","Very Low","71.32","2.4939759036144578","932","Very Low","High","1554","Daytime","43","Very Low","394","Weekend","Very Low","Very High","4.0","9.64","0.65","237.32","723","2486","28.71531211214076","1375"
"712","1","49","#63b7db","Very Low","0","0.0","33","Very Low","Low","17","Nighttime","0","Very Low","9","Weekday","Very Low","Very High","0.0","16.67","0.33","175.76","1","50","0.0","712"
"954","1","6","#acb7b9","Very Low","0","0.0","1","Very Low","High","6","Average","0","Very Low","6","Average","Very Low","Very High","0.0","1.75","0.67","42.43","1","7","0.0","954"
"713","1","36","#5ac757","Very Low","42.71","0.0","24","Very Low","High","16","Nighttime","0","Very Low","11","Weekday","Very Low","Very High","0.0","5.71","0.64","49.45","4","40","0.0","713"
"955","1","16","#6b6666","Very Low","171.67","0.0","12","Very Low","Low","12","Average","0","Very Low","9","Average","Very Low","Very High","0.0","8","0.33","192.21","8","24","0.0","955"
"714","1","8","#8bd251","Very Low","5.79","0.0","6","Very Low","Very High","4","Average","0","Very Low","7","Average","Very Low","Very High","0.0","1.43","1","122.5","2","10","0.0","714"
"956","1","48","#7c5878","Very Low","62.91","0.0","18","Very Low","Very High","52","Daytime","0","Very Low","7","Weekend","Very Low","Very High","0.0","10","1","268.89","22","70","0.0","956"
"715","1","25","#aa9385","Very Low","141.86","0.0","13","Very Low","High","19","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","4.57","0.7","290.19","7","32","0.0","715"
"957","1","25","#672525","Very Low","8.75","0.0","9","Very Low","Low","16","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","6.25","0.44","338.68","0","25","0.0","957"
"716","1","86","#9076a5","Very Low","225.69","0.0","42","Very Low","Low","75","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","29.25","0.4","95.73","31","117","0.0","716"
"958","0.8","2587","#a4c91a","Very Low","97.77","2.0060240963855422","791","Very Low","Medium","2387","Daytime","80","Very Low","440","Weekday","Very Low","High","3.0","14.32","0.5","143.98","591","3178","9.929954147356192","958"
"717","1","60","#a4177a","Very Low","48.98","0.0","13","Very Low","Low","57","Daytime","0","Very Low","17","Weekday","Very Low","Very High","0.0","10","0.41","75.74","10","70","0.0","717"
"959","1","9","#718860","Very Low","319","0.0","1","Very Low","High","9","Daytime","0","Very Low","3","Weekday","Very Low","Very High","0.0","5","0.67","136.1","1","10","0.0","959"
"718","1","18","#6596d8","Very Low","148","0.0","4","Very Low","High","14","Daytime","0","Very Low","7","Weekday","Very Low","Very High","0.0","3.6","0.71","203.44","0","18","0.0","718"
"719","0.88","69","#a56aa2","Very Low","83.4","0.0","25","Very Low","Low","67","Daytime","0","Very Low","34","Weekday","Very Low","Very High","0.0","9.2","0.29","118.55","23","92","0.0","719"
"1154","1","1","#3f9d8e","Very Low","158.38","0.0","0","Very Low","Very High","1","Average","0","Very Low","2","Average","Very Low","Very High","0.0","0.5","1","5","0","1","0.0","1154"
"1153","1","42","#378cdb","Very Low","95.62","0.0","2","Very Low","Medium","46","Daytime","0","Very Low","14","Weekday","Very Low","Very High","0.0","6","0.57","172.25","6","48","0.0","1153"
"1395","0.37","212","#7063c8","Very Low","64.68","0.0","30","Medium","High","256","Daytime","0","Very Low","16","Weekday","Very Low","Low","0.0","22","0.81","2314.38","74","286","0.0","1395"
"1152","0.99","136","#245b54","Very Low","124.18","0.0","90","Very Low","Medium","128","Daytime","0","Low","8","Weekend","Very Low","Very High","0.0","43.6","0.62","386.87","82","218","0.0","1152"
"1394","0.96","1839","#a221d4","Very Low","119.73","1.9518072289156627","767","Very Low","Low","1637","Daytime","63","Very Low","502","Weekday","Very Low","Very High","3.0","10.68","0.45","125.38","565","2404","80.45395147380334","1394"
"1151","1","14","#aee285","Very Low","61.05","0.0","13","Very Low","Very High","7","Nighttime","0","Very Low","5","Average","Very Low","Very High","0.0","4","1","266.15","6","20","0.0","1151"
"1393","1","11","#0e6da0","Very Low","86.04","0.0","3","Very Low","Very High","18","Daytime","0","Very Low","7","Weekend","Very Low","Very High","0.0","3","1","316.71","10","21","0.0","1393"
"1150","0.9","4304","#d8815e","Low","183.58","1.7951807228915662","1889","Very Low","Medium","3522","Daytime","122","Very Low","1178","Weekday","Very Low","Very High","3.0","9.12","0.5","167.78","1107","5411","81.14058467435696","1150"
"1392","0.89","6359","#7f76ce","Low","149.8","1.680722891566265","2817","Very Low","Low","4895","Daytime","958","Very Low","1437","Weekday","Very Low","Very High","3.0","13.41","0.4","111.79","1353","7712","289.46824909849994","1392"
"1391","0.93","2505","#dfc582","Very Low","171.51","1.9518072289156627","950","Very Low","Medium","2102","Daytime","61","Very Low","605","Weekday","Very Low","Very High","3.0","10.67","0.47","106.13","547","3052","47.66009512993258","1391"
"1390","1","7","#ab819d","Very Low","0","0.0","6","Very Low","High","4","Average","0","Very Low","9","Average","Very Low","Very High","0.0","1.67","0.67","115.6","3","10","0.0","1390"
"1149","0.96","1173","#56975c","Very Low","129.02","1.9337349397590362","524","Very Low","Medium","972","Daytime","72","Very Low","382","Weekday","Very Low","Very High","3.0","8.27","0.47","133.71","323","1496","8.035364519643608","1149"
"960","1","20","#5c84df","Very Low","95.44","0.0","15","Very Low","High","9","Nighttime","0","Very Low","4","Weekday","Very Low","Very High","0.0","8","0.75","306.83","4","24","0.0","960"
"1148","1","14","#e6cb04","Very Low","0","0.0","6","Very Low","Very Low","11","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","17","0.25","121.47","3","17","0.0","1148"
"961","1","25","#5549a0","Very Low","95.71","0.0","5","Very Low","Low","26","Daytime","0","Very Low","22","Weekday","Very Low","Very High","0.0","4.43","0.32","77.06","6","31","0.0","961"
"1147","1","64","#709522","Very Low","56.07","0.0","44","Very Low","High","44","Average","0","Very Low","17","Average","Very Low","Very High","0.0","6.77","0.76","143.09","24","88","0.0","1147"
"1389","1","10","#7d32b0","Very Low","304.33","0.0","10","Very Low","Low","9","Average","0","Very Low","8","Weekend","Very Low","Very High","0.0","6.33","0.38","104.42","9","19","0.0","1389"
"720","1","17","#625eb5","Very Low","153.12","0.0","10","Very Low","High","11","Average","0","Very Low","6","Weekday","Very Low","Very High","0.0","5.25","0.67","59.48","4","21","0.0","720"
"962","1","10","#b342d8","Very Low","118.87","0.0","10","Very Low","Medium","9","Average","0","Very Low","13","Weekend","Very Low","Very High","0.0","2.71","0.54","109.26","9","19","0.0","962"
"1146","1","50","#7e625c","Very Low","20.4","0.0","17","Very Low","Very High","33","Daytime","0","Very Low","18","Weekday","Very Low","Very High","0.0","3.33","0.83","123.62","0","50","0.0","1146"
"1388","0.92","2141","#65d6d8","Very Low","52.76","1.819277108433735","744","Very Low","Low","1762","Daytime","167","Very Low","707","Weekday","Very Low","Very High","3.0","8.98","0.39","127.06","365","2506","54.968461875626645","1388"
"721","1","90","#6eb620","Very Low","121.29","0.0","17","Very Low","Low","76","Daytime","0","Very Low","33","Weekday","Very Low","Very High","0.0","6.64","0.42","110.15","3","93","0.0","721"
"963","1","54","#af6934","Very Low","73","0.0","14","Very Low","Low","60","Daytime","0","Very Low","19","Average","Very Low","Very High","0.0","9.25","0.42","74.14","20","74","0.0","963"
"1145","1","67","#b23361","Very Low","170.14","0.0","37","Low","Very High","62","Daytime","0","Very Low","6","Weekend","Very Low","Very High","0.0","16.5","1","959.71","32","99","0.0","1145"
"1387","1","3","#301a68","Very Low","28.18","0.0","4","Very Low","Low","2","Average","0","Very Low","3","Average","Very Low","Very High","0.0","6","0.33","205.67","3","6","0.0","1387"
"722","1","6","#4627d9","Very Low","138.35","0.0","7","Very Low","Medium","6","Average","0","Very Low","7","Weekend","Very Low","Very High","0.0","3.25","0.57","49.69","7","13","0.0","722"
"964","1","0","#5bd6ab","Very Low","0","0.0","1","Very Low","High","1","Average","0","Very Low","3","Average","Very Low","Very High","0.0","1","0.67","394.5","2","2","0.0","964"
"1144","1","120","#698ad1","Very Low","284.31","0.0","70","Very Low","Low","104","Daytime","0","Medium","7","Weekend","Very Low","Very High","0.0","87","0.29","469.2","54","174","0.0","1144"
"1386","1","4","#82a59a","Very Low","169.33","0.0","1","Very Low","Medium","4","Average","0","Very Low","5","Average","Very Low","Very High","0.0","1.67","0.6","27.6","1","5","0.0","1386"
"723","1","8","#348229","Very Low","133","0.0","2","Very Low","Medium","6","Average","0","Very Low","6","Weekday","Very Low","Very High","0.0","2.67","0.5","167.38","0","8","0.0","723"
"965","1","2","#ae96b3","Very Low","69.06","0.0","0","Very Low","Low","3","Average","0","Very Low","3","Average","Very Low","Very High","0.0","3","0.33","64.67","1","3","0.0","965"
"724","1","32","#aa188a","Very Low","269.98","0.0","28","Very Low","Medium","18","Nighttime","0","Very Low","5","Average","Very Low","Very High","0.0","15.33","0.6","68.17","14","46","0.0","724"
"966","1","9","#5da31f","Very Low","153.75","0.0","6","Very Low","Low","15","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","4.2","0.45","79.1","12","21","0.0","966"
"725","1","34","#a377c6","Very Low","6.26","0.0","16","Very Low","High","22","Daytime","0","Very Low","15","Weekday","Very Low","Very High","0.0","3.17","0.8","52.63","4","38","0.0","725"
"967","1","38","#a6af7a","Very Low","66.92","0.0","13","Very Low","Medium","37","Daytime","0","Very Low","12","Weekday","Very Low","Very High","0.0","8.33","0.5","593.42","12","50","0.0","967"
"726","1","118","#93e35d","Very Low","0.19","0.0","50","Low","Very High","130","Daytime","0","Very Low","17","Weekend","Very Low","Very High","0.0","10.59","1","1000.07","62","180","0.0","726"
"968","1","30","#b99985","Very Low","152.5","0.0","38","Very Low","High","18","Nighttime","0","Very Low","5","Weekend","Very Low","Very High","0.0","14","0.8","83.07","26","56","0.0","968"
"727","1","23","#5d9f29","Very Low","177.22","0.0","15","Very Low","Medium","15","Average","0","Very Low","8","Weekday","Very Low","Very High","0.0","6","0.62","377.93","7","30","0.0","727"
"969","1","14","#3bb0a7","Very Low","0","0.0","8","Very Low","Medium","14","Daytime","0","Very Low","4","Weekend","Very Low","Very High","0.0","11","0.5","41.68","8","22","0.0","969"
"728","1","11","#686a84","Very Low","57.17","0.0","10","Very Low","High","8","Average","0","Very Low","13","Weekend","Very Low","Very High","0.0","2","0.69","84.61","7","18","0.0","728"
"729","1","31","#4df4bf","Very Low","99.05","0.0","16","Very Low","Low","22","Daytime","0","Very Low","26","Weekday","Very Low","Very High","0.0","3.8","0.38","251.37","7","38","0.0","729"
"1165","1","0","#7e5b77","Very Low","200","0.0","0","Very Low","Medium","1","Average","0","Very Low","2","Average","Very Low","Very High","0.0","1","0.5","98","1","1","0.0","1165"
"1164","1","12","#3d7d86","Very Low","34.01","0.0","0","Very Low","Medium","19","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","3.17","0.55","51.95","7","19","0.0","1164"
"1163","1","8","#db3b7c","Very Low","15.56","0.0","3","Very Low","Medium","10","Daytime","0","Very Low","9","Average","Very Low","Very High","0.0","2.6","0.56","93.92","5","13","0.0","1163"
"1162","1","2","#992f6c","Very Low","175.25","0.0","0","Very Low","High","2","Average","0","Very Low","3","Average","Very Low","Very High","0.0","1","0.67","768.5","0","2","0.0","1162"
"1161","1","9","#7624a6","Very Low","31.78","0.0","19","Very Low","Medium","2","Nighttime","0","Very Low","12","Weekend","Very Low","Very High","0.0","3","0.58","680.24","12","21","0.0","1161"
"1160","1","6","#ba74dd","Very Low","182","0.0","5","Very Low","Low","4","Average","0","Very Low","7","Average","Very Low","Very High","0.0","3","0.43","486","3","9","0.0","1160"
"970","1","22","#41aae8","Very Low","108.33","0.0","5","Very Low","High","21","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","6.5","0.67","298.27","4","26","0.0","970"
"971","1","44","#305b7b","Very Low","186.34","0.0","24","Very Low","Medium","38","Daytime","0","Very Low","8","Average","Very Low","Very High","0.0","12.4","0.62","80.23","18","62","0.0","971"
"1159","0.98","805","#91350e","Very Low","114.13","2.072289156626506","284","Very Low","Low","705","Daytime","15","Very Low","185","Weekday","Very Low","Very High","3.0","13.01","0.41","113.37","184","989","0.43003122950828154","1159"
"730","1","9","#358f3d","Very Low","0","0.0","3","Very Low","Very High","6","Average","0","Very Low","6","Weekday","Very Low","Very High","0.0","1.8","0.83","121.33","0","9","0.0","730"
"972","1","15","#916e69","Very Low","80","0.0","7","Very Low","Very High","15","Daytime","0","Very Low","6","Average","Very Low","Very High","0.0","4.4","0.83","357.32","7","22","0.0","972"
"1158","1","1","#49a5c8","Very Low","44.29","0.0","1","Very Low","Very High","1","Average","0","Very Low","3","Average","Very Low","Very High","0.0","0.67","1","38.5","1","2","0.0","1158"
"731","1","92","#556818","Very Low","192.46","0.0","54","Very Low","Low","82","Daytime","0","Very Low","16","Weekend","Very Low","Very High","0.0","19.43","0.44","54.6","44","136","0.0","731"
"973","1","0","#46f744","Very Low","317.44","0.0","0","Very Low","Very High","1","Average","0","Very Low","2","Average","Very Low","Very High","0.0","0.5","1","37","1","1","0.0","973"
"1157","1","70","#b1909e","Very Low","62.09","0.0","37","Very Low","High","62","Daytime","0","Very Low","19","Average","Very Low","Very High","0.0","6.6","0.79","100.12","29","99","0.0","1157"
"732","1","19","#81ebc9","Very Low","66.79","0.0","14","Very Low","Low","23","Daytime","0","Very Low","19","Weekend","Very Low","Very High","0.0","5.29","0.37","54.68","18","37","0.0","732"
"974","1","16","#65868f","Very Low","135","0.0","9","Very Low","Low","12","Average","0","Very Low","11","Average","Very Low","Very High","0.0","7","0.27","53.29","5","21","0.0","974"
"1156","1","22","#52c5eb","Very Low","105.11","0.0","12","Very Low","Very High","14","Average","0","Very Low","6","Weekday","Very Low","Very High","0.0","5.2","0.83","97.23","4","26","0.0","1156"
"733","1","48","#8a85c8","Very Low","230","0.0","36","High","Very High","26","Nighttime","0","Very Low","5","Weekday","Very Low","Very High","0.0","12.4","1","2800.97","14","62","0.0","733"
"975","0.89","2788","#22868a","Very Low","137.82","1.855421686746988","950","Very Low","Medium","2440","Daytime","206","Very Low","497","Weekday","Very Low","Very High","3.0","14.24","0.48","167.8","602","3390","88.80218217666894","975"
"1155","1","10","#786d37","Very Low","550","0.0","1","Very Low","Very Low","10","Daytime","0","Very Low","5","Weekday","Very Low","Very High","0.0","11","0.2","27","1","11","0.0","1155"
