"a_number","b_number","duration","noDayTime","noNightTime","calleeCarrier","weight","startTime","callDay","startDate"
"1380","804","435","4","5","","721.0","20.4018","Monday","20151005"
"1380","989","38241","52","37","","40081.0","19.4858","Saturday","20151010"
"1380","1376","1321","1","8","","1201.0","14.2845","Monday","20151005"
"1381","1291","152","1","0","","1.0","10.23","Thursday","20151008"
"1134","991","345","8","1","","481.0","20.2507","Sunday","20151011"
"1134","870","2","1","0","","1.0","14.534","Wednesday","20151007"
"1134","1086","94","0","1","","1.0","18.2137","Friday","20151009"
"1371","1218","17599","73","16","","19201.0","14.4444","Monday","20151005"
"1371","1332","1570","5","0","","1441.0","11.025","Wednesday","20151007"
"1371","1150","4510","0","5","","3841.0","19.0459","Wednesday","20151007"
"1266","1363","466","4","1","","481.0","19.1355","Saturday","20151010"
"1381","1306","4253","37","0","","5281.0","15.2806","Tuesday","20151006"
"989","1091","21758","72","5","","24241.0","19.4059","Thursday","20151008"
"989","1362","105","5","0","","241.0","14.101","Thursday","20151008"
"989","1075","5679","13","0","","6001.0","13.3013","Friday","20151009"
"989","1340","3240","0","5","","2641.0","17.2846","Tuesday","20151006"
"989","654","1587","13","0","","1681.0","9.262","Saturday","20151010"
"989","1186","230","13","0","","721.0","12.2507","Thursday","20151008"
"989","804","130","5","0","","241.0","12.0938","Thursday","20151008"
"989","1376","3410","0","5","","2881.0","17.1636","Tuesday","20151006"
"989","1343","2371","13","8","","3121.0","15.2333","Wednesday","20151007"
"1221","1371","477","5","0","","481.0","16.5013","Wednesday","20151007"
"1221","1150","198","0","1","","1.0","18.1511","Wednesday","20151007"
"1282","989","11709","33","8","","12241.0","13.3535","Wednesday","20151007"
"1282","1342","2766","25","4","","3121.0","16.1042","Tuesday","20151006"
"1355","989","3074","13","0","","3121.0","7.5047","Tuesday","20151006"
"1355","1215","1150","5","0","","961.0","10.3337","Friday","20151009"
"1355","1003","1315","5","0","","1201.0","10.1425","Friday","20151009"
"1315","1336","335","5","0","","481.0","11.3347","Monday","20151005"
"1315","989","5588","12","21","","6481.0","20.0626","Wednesday","20151007"
"1315","1342","370","5","0","","481.0","10.4511","Sunday","20151011"
"1340","1116","453","12","1","","721.0","18.2349","Thursday","20151008"
"1236","621","2445","37","0","","3601.0","14.5921","Friday","20151009"
"1003","1241","870","0","5","","721.0","23.1433","Friday","20151009"
"1394","1204","291","13","0","","721.0","12.5744","Sunday","20151011"
"1394","982","200","5","0","","241.0","12.4809","Wednesday","20151007"
"1394","1236","85","0","5","","241.0","18.4606","Monday","20151005"
"1394","1392","710","5","0","","721.0","16.1122","Saturday","20151010"
"1003","1388","486","0","13","","721.0","17.5639","Friday","20151009"
"991","1070","7721","73","32","","11521.0","11.4058","Thursday","20151008"
"991","1337","435","5","0","","481.0","11.3812","Wednesday","20151007"
"991","1221","295","5","0","","241.0","15.4018","Sunday","20151011"
"1304","1003","3282","5","16","","3841.0","12.3232","Saturday","20151010"
"1304","1307","151","0","1","","1.0","20.3024","Friday","20151009"
"1304","1054","472","9","0","","481.0","12.3604","Saturday","20151010"
"904","1307","2118","85","0","","5521.0","16.5133","Tuesday","20151006"
"904","1003","4432","20","5","","4801.0","18.1904","Saturday","20151010"
"1253","991","650","5","0","","721.0","12.2718","Wednesday","20151007"
"991","1107","88","5","8","","721.0","9.2453","Saturday","20151010"
"991","1173","145","13","0","","721.0","6.3115","Monday","20151005"
"1359","991","176","8","5","","721.0","20.3933","Wednesday","20151007"
"1347","1380","378","5","0","","481.0","12.0845","Tuesday","20151006"
"757","1215","139","1","0","","1.0","15.4341","Wednesday","20151007"
"1120","1394","765","5","0","","721.0","16.0245","Wednesday","20151007"
"1120","1355","2334","21","0","","2881.0","14.4709","Thursday","20151008"
"1120","1331","245","5","0","","241.0","16.1117","Wednesday","20151007"
"1212","1371","2026","45","8","","3841.0","11.1041","Wednesday","20151007"
"1212","1159","170","5","0","","241.0","14.2301","Friday","20151009"
"1212","1291","80","5","0","","241.0","16.363","Friday","20151009"
"1076","1336","1135","13","0","","1681.0","16.5131","Thursday","20151008"
"1076","1218","304","13","0","","721.0","14.4041","Tuesday","20151006"
"1076","1120","80","5","0","","241.0","13.4503","Tuesday","20151006"
"1076","1108","500","5","0","","481.0","15.1912","Monday","20151005"
"1076","1376","3568","57","48","","7681.0","14.4151","Thursday","20151008"
"1076","989","2078","29","0","","3121.0","14.2153","Thursday","20151008"
"1076","1259","320","5","0","","481.0","13.1147","Tuesday","20151006"
"896","1273","4024","61","16","","6481.0","15.3901","Monday","20151005"
"1239","1235","235","0","5","","241.0","20.1501","Thursday","20151008"
"1336","1086","3703","32","21","","5041.0","18.4946","Wednesday","20151007"
"1077","1241","899","13","0","","961.0","9.1651","Wednesday","20151007"
"1077","1259","2275","5","0","","1921.0","9.4726","Saturday","20151010"
"1307","1332","1166","0","13","","1441.0","21.0636","Tuesday","20151006"
"1080","1052","1169","13","16","","1681.0","13.3659","Sunday","20151011"
"1118","1335","5239","13","8","","5761.0","16.4001","Thursday","20151008"
"1118","1226","1035","5","0","","961.0","9.4939","Friday","20151009"
"1118","1121","6922","85","0","","8401.0","15.14","Friday","20151009"
"1118","1363","5173","113","0","","7681.0","10.3655","Tuesday","20151006"
"1118","1326","4951","85","0","","7441.0","12.1136","Tuesday","20151006"
"1118","1075","6502","21","0","","6721.0","9.5005","Monday","20151005"
"1118","1289","5947","53","0","","7201.0","13.4216","Friday","20151009"
"1118","1253","45","5","0","","241.0","14.2611","Wednesday","20151007"
"1118","1059","435","5","0","","481.0","16.5052","Monday","20151005"
"1118","867","8406","45","0","","9841.0","14.5054","Saturday","20151010"
"1118","1278","195","5","0","","241.0","14.3248","Wednesday","20151007"
"1118","1331","13227","53","0","","14881.0","11.0748","Friday","20151009"
"1110","1273","585","5","0","","481.0","13.413","Friday","20151009"
"1110","870","3783","29","0","","4561.0","11.3229","Monday","20151005"
"1310","804","150","0","5","","241.0","18.2342","Friday","20151009"
"1310","1328","1368","9","0","","1441.0","7.3837","Tuesday","20151006"
"1310","1173","1000","9","0","","961.0","8.5045","Thursday","20151008"
"1310","1307","2538","29","16","","4321.0","10.4317","Friday","20151009"
"1310","1326","376","1","0","","1.0","9.2359","Wednesday","20151007"
"1301","1003","215","5","0","","241.0","14.3228","Wednesday","20151007"
"1301","621","827","93","8","","6001.0","13.31","Monday","20151005"
"1301","1355","2166","13","0","","2401.0","15.5135","Thursday","20151008"
"1301","1080","3589","45","0","","4561.0","13.1124","Monday","20151005"
"1301","1384","1860","5","0","","1681.0","9.2415","Tuesday","20151006"
"1301","1120","2735","21","0","","3361.0","14.3949","Monday","20151005"
"1301","1307","3787","45","16","","5761.0","16.3512","Tuesday","20151006"
"1301","1352","1780","5","0","","1441.0","15.2444","Thursday","20151008"
"1205","1118","384","1","0","","1.0","14.1832","Wednesday","20151007"
"1273","1336","3222","68","5","","5761.0","17.3741","Wednesday","20151007"
"1273","1075","180","1","0","","1.0","10.481","Tuesday","20151006"
"1273","1086","4804","4","1","","4561.0","17.4746","Monday","20151005"
"1086","1252","7259","8","37","","8161.0","20.1653","Wednesday","20151007"
"1086","886","1610","5","0","","1441.0","16.5424","Wednesday","20151007"
"1086","1342","5115","32","21","","6241.0","20.061","Wednesday","20151007"
"1086","1110","1050","5","0","","961.0","16.1215","Sunday","20151011"
"1086","1380","1255","0","5","","1201.0","17.1854","Saturday","20151010"
"1086","654","1070","5","0","","961.0","11.0738","Tuesday","20151006"
"1086","1118","1970","0","5","","1681.0","17.335","Saturday","20151010"
"1361","1052","801","13","0","","1201.0","15.14","Monday","20151005"
"1361","1003","20","5","0","","241.0","12.3808","Friday","20151009"
"1361","1342","488","5","8","","721.0","14.0515","Monday","20151005"
"1361","1075","70","5","0","","241.0","11.3324","Wednesday","20151007"
"1307","1327","14158","25","24","","15841.0","15.364","Friday","20151009"
"1371","1352","9454","68","45","","12961.0","17.4218","Tuesday","20151006"
"1247","1194","762","17","0","","961.0","13.0807","Thursday","20151008"
"1286","1253","213","13","0","","721.0","12.4137","Thursday","20151008"
"1054","1004","115","1","0","","1.0","14.3509","Friday","20151009"
"1091","1382","445","0","5","","481.0","18.5054","Thursday","20151008"
"1091","1371","11543","16","101","","14881.0","20.3321","Tuesday","20151006"
"1091","1364","2972","24","53","","5521.0","18.1422","Friday","20151009"
"1091","1052","1923","13","0","","2161.0","13.0215","Thursday","20151008"
"1258","1328","2451","25","20","","3841.0","11.5055","Thursday","20151008"
"1258","1371","432","13","0","","721.0","12.3435","Thursday","20151008"
"1258","1052","748","21","4","","1441.0","11.1028","Thursday","20151008"
"1003","1355","4249","13","0","","4081.0","16.1923","Monday","20151005"
"1331","1332","220","5","0","","241.0","15.0253","Monday","20151005"
"1331","1327","4042","20","13","","5041.0","17.1428","Friday","20151009"
"1221","1342","2632","21","0","","2641.0","15.0432","Tuesday","20151006"
"1221","887","680","5","0","","721.0","14.2429","Wednesday","20151007"
"1357","1169","1119","21","0","","1681.0","9.0407","Sunday","20151011"
"1357","1003","12687","21","16","","12721.0","8.2345","Tuesday","20151006"
"1357","1355","1063","13","8","","1921.0","14.3045","Monday","20151005"
"1092","1376","287","0","13","","721.0","19.4706","Wednesday","20151007"
"1081","1273","239","1","0","","1.0","15.0858","Tuesday","20151006"
"1226","1215","1545","13","8","","1921.0","16.4935","Tuesday","20151006"
"1376","989","8226","20","25","","9361.0","17.14","Friday","20151009"
"1364","1253","200","0","5","","241.0","19.0534","Tuesday","20151006"
"1364","1381","475","5","0","","481.0","8.5732","Wednesday","20151007"
"1195","1169","4204","21","0","","4081.0","11.3839","Monday","20151005"
"1195","1351","130","0","5","","241.0","20.2256","Wednesday","20151007"
"1363","870","14859","24","53","","17281.0","18.2545","Friday","20151009"
"1363","1308","1685","25","4","","2401.0","14.4741","Tuesday","20151006"
"1363","1169","1841","37","0","","2641.0","11.5647","Sunday","20151011"
"1363","1086","3235","29","0","","4081.0","13.5904","Thursday","20151008"
"1215","1394","1412","13","8","","2161.0","10.4646","Monday","20151005"
"1215","1326","1967","13","4","","2161.0","10.4111","Saturday","20151010"
"1215","1307","8072","93","32","","11761.0","16.2309","Friday","20151009"
"1296","1349","43","1","0","","1.0","12.0144","Monday","20151005"
"1116","989","1145","5","0","","961.0","16.2329","Monday","20151005"
"1116","1259","7122","53","0","","8881.0","9.5902","Wednesday","20151007"
"1127","568","803","5","8","","1201.0","16.572","Sunday","20151011"
"1369","1292","12122","16","13","","10561.0","18.0322","Wednesday","20151007"
"1369","989","571","0","1","","1.0","21.1225","Thursday","20151008"
"1369","845","8","1","0","","1.0","14.4112","Tuesday","20151006"
"1369","1364","27","1","0","","1.0","11.4123","Tuesday","20151006"
"1369","1340","875","5","0","","241.0","13.1407","Monday","20151005"
"1080","1362","329","13","0","","721.0","15.0031","Friday","20151009"
"1392","1107","2629","21","8","","3841.0","14.5127","Thursday","20151008"
"1392","568","35347","105","48","","40081.0","15.5538","Thursday","20151008"
"1392","1307","58916","525","188","","82081.0","16.2855","Thursday","20151008"
"1392","1247","2687","77","24","","6481.0","16.5809","Thursday","20151008"
"1247","1392","2417","20","13","","3361.0","17.3343","Wednesday","20151007"
"845","1003","4375","29","8","","5041.0","10.0407","Wednesday","20151007"
"1327","1278","170","5","0","","241.0","16.5907","Thursday","20151008"
"1394","1194","1372","13","0","","1681.0","11.1733","Friday","20151009"
"1394","1188","730","5","0","","721.0","11.0553","Monday","20151005"
"1307","1292","936","41","0","","2401.0","14.5314","Thursday","20151008"
"1318","1334","340","5","0","","481.0","13.4504","Sunday","20151011"
"1173","1116","485","0","9","","721.0","20.2923","Saturday","20151010"
"1173","1308","276","8","5","","721.0","18.3137","Saturday","20151010"
"886","757","1855","21","0","","2401.0","13.0905","Tuesday","20151006"
"886","1326","9325","21","4","","9601.0","14.1308","Wednesday","20151007"
"886","1296","3498","13","0","","3841.0","14.223","Tuesday","20151006"
"886","1291","725","0","5","","721.0","17.4557","Thursday","20151008"
"886","1367","2128","8","13","","2401.0","17.4029","Tuesday","20151006"
"886","1328","2843","13","8","","3361.0","12.0949","Thursday","20151008"
"886","867","15667","41","0","","16561.0","12.5916","Friday","20151009"
"886","1363","935","5","0","","961.0","10.1014","Thursday","20151008"
"1173","1226","5362","121","16","","10321.0","12.1119","Friday","20151009"
"1315","1003","748","1","4","","721.0","11.1413","Wednesday","20151007"
"1371","757","1147","9","0","","1441.0","14.1258","Thursday","20151008"
"1365","870","7019","4","21","","7441.0","20.4358","Tuesday","20151006"
"1282","1038","15","1","0","","1.0","16.5504","Thursday","20151008"
"1282","1003","2965","12","5","","3361.0","20.2229","Friday","20151009"
"1282","896","3793","1","40","","5761.0","16.5452","Thursday","20151008"
"1282","1269","448","1","12","","721.0","16.5532","Thursday","20151008"
"1177","1340","175","5","0","","241.0","11.5049","Tuesday","20151006"
"1177","1173","164","8","1","","481.0","23.2918","Saturday","20151010"
"1177","1041","133","1","0","","1.0","15.4144","Monday","20151005"
"1355","1116","2600","0","5","","2161.0","21.0443","Sunday","20151011"
"1355","886","5433","0","29","","5761.0","17.5009","Sunday","20151011"
"1355","1308","210","5","0","","241.0","15.2707","Wednesday","20151007"
"1355","1304","890","5","0","","721.0","13.5622","Thursday","20151008"
"1355","1273","2420","0","5","","2161.0","17.0351","Tuesday","20151006"
"1371","1326","3865","1","4","","3841.0","11.444","Wednesday","20151007"
"1371","1277","3636","1","8","","3841.0","12.5835","Wednesday","20151007"
"1371","1003","5535","8","37","","7201.0","18.0442","Friday","20151009"
"1371","1008","1194","0","9","","1201.0","21.565","Wednesday","20151007"
"1371","1239","2697","8","17","","3121.0","21.4714","Tuesday","20151006"
"1371","991","23","1","0","","1.0","9.3629","Tuesday","20151006"
"1371","904","12","1","0","","1.0","15.1035","Monday","20151005"
"1107","1328","4564","37","48","","7441.0","12.2825","Thursday","20151008"
"1107","1307","24471","196","189","","36481.0","22.2105","Wednesday","20151007"
"1107","568","714","16","5","","1201.0","18.0409","Friday","20151009"
"1107","1355","235","5","0","","241.0","13.3424","Wednesday","20151007"
"1362","1350","75","0","5","","241.0","17.444","Friday","20151009"
"1109","897","6414","16","1","","6721.0","21.2317","Wednesday","20151007"
"1109","1194","23","0","1","","1.0","17.0041","Sunday","20151011"
"1285","897","330","5","0","","481.0","13.5802","Tuesday","20151006"
"1285","1273","912","8","5","","961.0","18.2104","Sunday","20151011"
"1285","1296","3400","5","8","","3361.0","8.33","Tuesday","20151006"
"1285","1204","553","12","5","","1201.0","17.5215","Wednesday","20151007"
"1285","1086","6110","21","0","","6241.0","10.5016","Tuesday","20151006"
"1118","1296","1334","5","0","","1441.0","10.2203","Tuesday","20151006"
"1118","870","12324","49","12","","13681.0","10.2344","Tuesday","20151006"
"1118","1003","7385","17","0","","7921.0","7.5651","Monday","20151005"
"1110","1075","125","5","0","","241.0","10.1844","Friday","20151009"
"1342","1224","1575","5","0","","1441.0","9.4114","Monday","20151005"
"1342","1301","245","0","5","","241.0","18.0332","Friday","20151009"
"1218","568","5281","85","16","","8641.0","16.545","Thursday","20151008"
"1218","1107","71","5","0","","241.0","5.0458","Thursday","20151008"
"1218","621","2591","49","8","","3841.0","13.1021","Friday","20151009"
"1371","896","9222","52","77","","13201.0","0.0429","Monday","20151005"
"1371","1301","200","5","0","","241.0","16.5139","Friday","20151009"
"1371","1215","1330","17","16","","2401.0","13.252","Friday","20151009"
"1304","1075","1585","13","0","","1681.0","14.1925","Monday","20151005"
"1282","1306","406","1","0","","1.0","13.0323","Tuesday","20151006"
"1291","867","1689","13","0","","1921.0","11.0118","Monday","20151005"
"1326","1340","119","1","0","","1.0","13.1524","Saturday","20151010"
"1326","621","337","5","0","","241.0","13.4528","Thursday","20151008"
"1326","1173","292","9","0","","481.0","13.0857","Monday","20151005"
"1304","1274","4770","13","12","","5521.0","15.5913","Tuesday","20151006"
"1304","1188","4030","5","0","","3361.0","15.4312","Tuesday","20151006"
"904","1282","4277","24","17","","5521.0","2.1859","Wednesday","20151007"
"904","1207","3100","5","0","","2641.0","14.001","Saturday","20151010"
"904","1075","260","5","0","","241.0","13.5619","Saturday","20151010"
"904","1342","1664","13","8","","2401.0","13.5455","Saturday","20151010"
"1118","1086","9454","60","17","","11521.0","22.3742","Monday","20151005"
"1118","1306","3437","4","21","","4081.0","22.2726","Monday","20151005"
"1118","1205","1185","0","5","","961.0","22.3232","Monday","20151005"
"1038","1109","80","5","0","","241.0","15.3806","Friday","20151009"
"1038","1118","395","5","0","","481.0","11.2033","Monday","20151005"
"1038","1342","480","5","0","","481.0","12.0156","Sunday","20151011"
"1038","1391","1050","5","0","","961.0","10.3506","Monday","20151005"
"1307","1258","14952","144","129","","24481.0","18.0947","Thursday","20151008"
"1307","1194","30543","213","76","","40321.0","15.1902","Wednesday","20151007"
"1169","1236","2034","37","0","","3121.0","14.5401","Tuesday","20151006"
"1169","1350","10493","37","16","","12241.0","8.4813","Wednesday","20151007"
"1169","1235","1734","21","0","","2161.0","11.3604","Monday","20151005"
"1169","982","80","0","5","","241.0","18.5723","Thursday","20151008"
"1169","1369","3371","0","13","","3841.0","20.4444","Thursday","20151008"
"1169","1173","7055","84","49","","11521.0","18.5623","Thursday","20151008"
"897","1052","7360","49","44","","10801.0","11.2627","Monday","20151005"
"897","1075","45","1","0","","1.0","16.4917","Friday","20151009"
"1169","1270","65","5","0","","241.0","11.4948","Monday","20151005"
"1169","1258","2816","37","8","","4081.0","11.5433","Thursday","20151008"
"1169","1075","10998","105","36","","15121.0","16.2721","Tuesday","20151006"
"1169","1212","1701","37","0","","2161.0","14.2258","Thursday","20151008"
"1169","1052","54326","273","152","","66961.0","13.5438","Thursday","20151008"
"1169","1286","440","5","0","","481.0","14.303","Thursday","20151008"
"1169","621","8736","120","109","","16561.0","17.1539","Wednesday","20151007"
"1169","1331","225","5","0","","241.0","13.5127","Thursday","20151008"
"1169","1355","7007","41","8","","7441.0","14.0406","Thursday","20151008"
"1169","1342","1549","5","16","","2161.0","15.2759","Tuesday","20151006"
"1169","1382","783","5","4","","961.0","14.5912","Tuesday","20151006"
"1169","1226","8347","45","24","","10801.0","15.3122","Tuesday","20151006"
"1235","1269","1921","25","0","","2881.0","8.4751","Wednesday","20151007"
"1369","1382","4332","32","13","","6001.0","17.1423","Wednesday","20151007"
"1052","1003","3202","17","12","","4081.0","9.1737","Monday","20151005"
"1052","1331","8724","45","8","","9601.0","8.3719","Tuesday","20151006"
"654","1215","130","5","0","","241.0","10.4835","Thursday","20151008"
"654","1301","670","0","5","","721.0","21.4709","Monday","20151005"
"1194","1362","3663","73","8","","6721.0","14.1553","Wednesday","20151007"
"1194","1286","5313","17","8","","6001.0","14.2115","Friday","20151009"
"1194","1204","768","16","13","","1681.0","18.105","Sunday","20151011"
"1194","1127","3058","53","0","","4801.0","7.4916","Thursday","20151008"
"1194","1070","105","5","0","","241.0","9.3517","Thursday","20151008"
"1194","1340","15483","261","80","","27361.0","12.3941","Monday","20151005"
"1215","1194","1031","33","0","","1921.0","16.5049","Thursday","20151008"
"1215","1315","439","4","5","","721.0","18.095","Thursday","20151008"
"1215","1258","29043","68","29","","31921.0","17.2632","Friday","20151009"
"1215","1075","9757","69","120","","15121.0","12.5854","Friday","20151009"
"1215","1052","25897","109","60","","30721.0","9.5312","Thursday","20151008"
"1204","989","10528","21","8","","10801.0","14.5112","Monday","20151005"
"1288","1070","944","29","8","","2401.0","12.4718","Tuesday","20151006"
"1288","1286","3520","89","64","","9841.0","16.135","Monday","20151005"
"1288","1340","752","45","0","","2641.0","11.2525","Monday","20151005"
"1288","1075","614","9","0","","481.0","13.4155","Sunday","20151011"
"1173","1394","362","5","0","","481.0","11.0127","Monday","20151005"
"1173","1288","711","17","0","","1441.0","5.5227","Thursday","20151008"
"767","1235","300","0","1","","1.0","23.4005","Thursday","20151008"
"1038","1363","145","5","0","","241.0","14.041","Thursday","20151008"
"1023","1075","2508","13","4","","3121.0","11.0825","Wednesday","20151007"
"1204","1192","90","5","0","","241.0","9.2458","Sunday","20151011"
"1204","1318","200","5","0","","241.0","6.5815","Tuesday","20151006"
"1204","1194","182","9","0","","481.0","13.5134","Thursday","20151008"
"1119","1307","15833","145","16","","21601.0","10.4319","Thursday","20151008"
"1371","1102","820","4","5","","961.0","17.335","Wednesday","20151007"
"982","1358","1017","12","17","","1681.0","17.4606","Tuesday","20151006"
"1121","1375","83","0","1","","1.0","1.55","Monday","20151005"
"1121","1173","426","8","1","","481.0","17.1914","Sunday","20151011"
"1120","1207","220","5","0","","241.0","9.0141","Sunday","20151011"
"1286","904","1869","5","8","","2161.0","16.5121","Saturday","20151010"
"1286","1331","18968","8","13","","19201.0","17.3032","Tuesday","20151006"
"1286","1080","11512","8","5","","10561.0","17.5453","Wednesday","20151007"
"1118","1307","1013","5","8","","1441.0","6.0417","Wednesday","20151007"
"975","1150","800","5","0","","721.0","9.594","Thursday","20151008"
"1308","1367","1668","0","13","","1921.0","20.0123","Sunday","20151011"
"1308","1203","1960","5","0","","1681.0","12.2517","Sunday","20151011"
"1308","1059","395","0","5","","481.0","22.0845","Tuesday","20151006"
"1308","1327","890","0","5","","721.0","21.2215","Monday","20151005"
"1308","568","350","0","5","","481.0","19.4858","Sunday","20151011"
"1328","1331","6609","8","9","","6961.0","22.1417","Wednesday","20151007"
"1054","870","970","0","13","","1201.0","21.1059","Monday","20151005"
"1332","867","1667","5","0","","1441.0","10.1617","Tuesday","20151006"
"1204","1130","12999","97","32","","18721.0","16.3033","Friday","20151009"
"1118","1371","2688","17","0","","2881.0","10.1722","Tuesday","20151006"
"1130","1008","1638","21","0","","2161.0","13.0122","Sunday","20151011"
"1310","1304","4006","24","21","","5521.0","21.3311","Friday","20151009"
"1310","1331","190","5","0","","241.0","9.5134","Wednesday","20151007"
"1261","1109","13383","29","0","","13681.0","15.3516","Wednesday","20151007"
"1304","1269","7484","41","32","","9361.0","14.584","Friday","20151009"
"1371","1335","212","0","1","","1.0","19.5619","Sunday","20151011"
"1371","975","79","0","1","","1.0","22.3432","Monday","20151005"
"1134","1130","1234","21","0","","1681.0","16.2758","Thursday","20151008"
"1363","1221","122","0","1","","1.0","19.4305","Wednesday","20151007"
"1380","1194","42","1","0","","1.0","15.1347","Tuesday","20151006"
"1323","1003","1910","0","5","","1681.0","19.4331","Tuesday","20151006"
"1323","1332","25","0","5","","241.0","18.2546","Sunday","20151011"
"1307","1203","2430","24","29","","4081.0","18.0245","Friday","20151009"
"1307","1260","835","5","0","","721.0","14.013","Tuesday","20151006"
"1307","1196","17097","181","64","","24721.0","15.3","Sunday","20151011"
"1052","1075","2788","8","9","","3361.0","18.5241","Friday","20151009"
"1207","896","22","1","0","","1.0","15.2257","Thursday","20151008"
"1307","1235","2749","5","4","","2881.0","15.2931","Sunday","20151011"
"1194","1277","730","5","0","","721.0","16.4956","Thursday","20151008"
"1194","1333","172","37","0","","2161.0","14.4612","Friday","20151009"
"1194","1351","3696","21","16","","5041.0","12.5047","Thursday","20151008"
"1194","1205","542","9","0","","721.0","8.475","Thursday","20151008"
"1204","1304","9","1","0","","1.0","15.4329","Monday","20151005"
"1204","845","135","5","0","","241.0","11.3821","Wednesday","20151007"
"1352","1052","3647","105","36","","8881.0","14.2219","Wednesday","20151007"
"1352","568","7076","45","32","","8881.0","13.16","Thursday","20151008"
"1308","1091","10924","16","17","","11281.0","19.245","Friday","20151009"
"1308","886","588","5","4","","721.0","9.5116","Thursday","20151008"
"1308","1192","545","0","1","","1.0","23.0327","Sunday","20151011"
"1308","1222","22","1","0","","1.0","15.4139","Saturday","20151010"
"1221","1215","1243","37","12","","2881.0","9.5636","Saturday","20151010"
"1116","1075","282","0","1","","1.0","19.3427","Monday","20151005"
"1205","1075","4390","8","5","","4801.0","22.1234","Monday","20151005"
"1169","1340","18447","56","33","","21361.0","17.1853","Thursday","20151008"
"1169","1192","2877","13","48","","4561.0","16.4938","Wednesday","20151007"
"1391","1134","90","5","0","","241.0","14.0536","Sunday","20151011"
"1328","1332","2015","13","12","","2881.0","15.1902","Wednesday","20151007"
"1328","1118","1040","5","0","","961.0","16.0626","Tuesday","20151006"
"1120","1307","490","5","0","","481.0","14.274","Tuesday","20151006"
"1120","1052","1190","5","0","","961.0","16.1248","Wednesday","20151007"
"1306","1169","20","0","1","","1.0","18.0128","Wednesday","20151007"
"1306","1052","595","8","1","","481.0","20.5335","Sunday","20151011"
"1247","1286","361","1","0","","1.0","16.5335","Friday","20151009"
"1247","1331","103","1","0","","1.0","15.1918","Friday","20151009"
"1052","1222","660","13","12","","1681.0","16.2055","Monday","20151005"
"1357","870","350","0","1","","1.0","22.3416","Saturday","20151010"
"1134","1041","204","5","0","","241.0","13.4307","Tuesday","20151006"
"1318","1030","379","9","0","","481.0","16.45","Thursday","20151008"
"1121","1003","2694","13","0","","2641.0","14.2047","Sunday","20151011"
"897","1222","2169","12","21","","3121.0","20.5458","Friday","20151009"
"1030","654","2564","13","40","","4081.0","12.2418","Wednesday","20151007"
"933","1315","165","5","0","","241.0","13.2646","Thursday","20151008"
"933","1108","575","0","5","","481.0","0.4216","Monday","20151005"
"1376","975","104","0","5","","241.0","19.4344","Saturday","20151010"
"1391","757","75","1","0","","1.0","16.4033","Friday","20151009"
"1003","1363","11647","24","29","","13201.0","18.0908","Friday","20151009"
"1003","654","2328","29","0","","3121.0","16.3444","Thursday","20151008"
"1260","1380","1825","13","0","","1921.0","9.3925","Tuesday","20151006"
"1260","1207","1982","5","0","","1921.0","14.1736","Saturday","20151010"
"1260","1003","286","0","9","","481.0","18.0059","Monday","20151005"
"1260","1023","604","5","0","","721.0","8.51","Friday","20151009"
"1205","1307","7176","133","4","","10321.0","7.362","Thursday","20151008"
"1159","1326","254","5","0","","241.0","11.4936","Wednesday","20151007"
"1159","1102","119","0","1","","1.0","18.5504","Saturday","20151010"
"1159","1363","2334","13","0","","2641.0","9.4456","Monday","20151005"
"1159","1204","108","5","0","","241.0","11.2146","Tuesday","20151006"
"1008","991","119","0","1","","1.0","17.4212","Saturday","20151010"
"1008","1342","117","1","0","","1.0","14.3321","Saturday","20151010"
"1326","897","615","5","0","","721.0","15.3402","Monday","20151005"
"1326","1045","145","5","0","","241.0","15.4647","Friday","20151009"
"1326","1008","1381","8","5","","1681.0","18.1613","Sunday","20151011"
"1326","1296","970","0","5","","961.0","20.2051","Saturday","20151010"
"1307","1308","15438","77","16","","16321.0","11.1651","Monday","20151005"
"1332","1307","280","5","0","","241.0","13.0722","Thursday","20151008"
"1335","870","62","1","0","","1.0","9.0207","Tuesday","20151006"
"1081","1394","35","0","5","","241.0","18.2236","Sunday","20151011"
"1081","1207","315","5","0","","481.0","10.4837","Tuesday","20151006"
"1081","1003","770","0","5","","721.0","19.3534","Sunday","20151011"
"1355","1008","200","5","0","","241.0","16.2901","Sunday","20151011"
"982","1350","1755","13","0","","1921.0","9.1804","Wednesday","20151007"
"1361","1347","195","0","5","","241.0","21.2153","Friday","20151009"
"896","1004","5722","109","56","","11761.0","16.4757","Tuesday","20151006"
"896","1362","439","13","0","","721.0","12.3822","Sunday","20151011"
"896","1030","8526","109","52","","13921.0","11.4145","Tuesday","20151006"
"896","1307","12909","137","96","","20161.0","13.0804","Monday","20151005"
"896","929","298","13","0","","721.0","10.0724","Tuesday","20151006"
"896","1350","428","17","0","","961.0","11.0853","Tuesday","20151006"
"896","1286","917","0","29","","2161.0","21.2351","Monday","20151005"
"896","1134","275","5","0","","241.0","13.0713","Saturday","20151010"
"896","1391","119","4","5","","481.0","19.1208","Wednesday","20151007"
"896","1173","9491","92","89","","16081.0","18.1318","Tuesday","20151006"
"896","975","85","5","0","","241.0","14.3756","Monday","20151005"
"896","1371","33623","157","152","","43441.0","14.1152","Monday","20151005"
