"a_number","b_number","duration","noDayTime","noNightTime","calleeCarrier","weight","startTime","callDay","startDate"
"621","1116","3044","41","16","","5041.0","16.4839","Friday","20151009"
"621","897","2591","49","20","","4561.0","16.2132","Monday","20151005"
"1109","1331","4977","21","0","","5521.0","10.0845","Thursday","20151008"
"1109","1102","1055","5","0","","961.0","11.5824","Thursday","20151008"
"1384","1203","3951","77","0","","6481.0","9.4307","Wednesday","20151007"
"1384","1349","3478","29","8","","4321.0","10.5128","Friday","20151009"
"1384","1273","5727","29","0","","6481.0","13.4436","Friday","20151009"
"1384","1194","1316","21","0","","1921.0","13.2939","Monday","20151005"
"1239","1169","205","0","5","","241.0","22.1125","Sunday","20151011"
"1273","1259","210","21","0","","1201.0","5.4137","Tuesday","20151006"
"1273","1380","76","1","0","","1.0","7.4322","Tuesday","20151006"
"1075","1332","1847","17","4","","2641.0","9.2147","Monday","20151005"
"1359","975","727","13","0","","961.0","10.0453","Wednesday","20151007"
"1359","1016","380","5","0","","481.0","11.4413","Wednesday","20151007"
"1359","870","965","5","0","","961.0","16.1225","Thursday","20151008"
"1359","1116","1845","5","0","","1681.0","9.5305","Monday","20151005"
"1288","982","1295","13","0","","1201.0","11.23","Friday","20151009"
"1130","1194","533","13","0","","721.0","11.5023","Tuesday","20151006"
"1130","1327","772","5","0","","481.0","11.1821","Tuesday","20151006"
"1054","904","417","0","1","","1.0","17.0808","Wednesday","20151007"
"1260","1332","310","0","5","","481.0","21.0946","Friday","20151009"
"1260","1342","329","8","5","","721.0","22.2341","Thursday","20151008"
"1361","989","660","0","5","","721.0","20.3925","Saturday","20151010"
"1052","1362","1084","29","16","","2641.0","11.1455","Wednesday","20151007"
"1224","1351","213","8","5","","721.0","17.0032","Thursday","20151008"
"1224","1361","270","5","0","","241.0","12.2258","Thursday","20151008"
"1224","1336","371","13","0","","721.0","15.5727","Wednesday","20151007"
"1340","1301","1484","8","13","","2161.0","18.5113","Monday","20151005"
"1382","1364","308","1","0","","1.0","11.5339","Friday","20151009"
"1136","1363","48","1","0","","1.0","13.2315","Thursday","20151008"
"1075","1277","2006","29","0","","2641.0","15.4924","Monday","20151005"
"1150","1041","1673","13","8","","2161.0","14.0844","Wednesday","20151007"
"1357","1269","665","5","0","","721.0","8.2436","Tuesday","20151006"
"1340","1291","170","5","0","","241.0","8.5119","Monday","20151005"
"1212","1328","1051","17","8","","1681.0","10.0253","Tuesday","20151006"
"1212","1150","615","5","0","","721.0","13.5937","Monday","20151005"
"1308","1259","363","0","1","","1.0","20.1435","Wednesday","20151007"
"1308","1226","1547","9","4","","1921.0","15.4226","Wednesday","20151007"
"1332","1318","13","0","1","","1.0","19.2818","Friday","20151009"
"1307","1239","2056","17","0","","2401.0","9.0658","Monday","20151005"
"1307","1359","692","13","0","","961.0","15.1243","Thursday","20151008"
"1205","1203","34441","45","40","","36001.0","13.5534","Friday","20151009"
"1205","1352","488","16","5","","1201.0","20.3839","Wednesday","20151007"
"1205","1116","6922","13","0","","7441.0","15.1434","Wednesday","20151007"
"1134","1307","1610","5","0","","1441.0","12.4602","Thursday","20151008"
"1075","870","29847","56","37","","33121.0","17.4758","Tuesday","20151006"
"1075","1273","10290","53","4","","11761.0","9.4212","Monday","20151005"
"1075","1227","4760","24","21","","5761.0","18.1152","Tuesday","20151006"
"1119","1215","4240","17","28","","5521.0","16.5044","Thursday","20151008"
"1119","897","816","5","8","","1201.0","10.221","Friday","20151009"
"1270","867","4807","13","0","","4561.0","16.41","Monday","20151005"
"896","1342","2116","9","0","","1921.0","10.375","Thursday","20151008"
"1212","1342","1113","13","0","","1201.0","11.034","Thursday","20151008"
"1362","929","162","0","13","","721.0","22.5353","Friday","20151009"
"1328","1030","3713","57","24","","6241.0","14.2852","Friday","20151009"
"1328","1335","70","5","0","","241.0","14.5805","Monday","20151005"
"1328","1196","451","21","0","","1201.0","10.365","Thursday","20151008"
"1102","1371","241","0","9","","481.0","18.4452","Saturday","20151010"
"1315","1376","163","1","0","","1.0","15.1526","Saturday","20151010"
"1315","1304","223","5","0","","241.0","16.4048","Monday","20151005"
"1363","1149","701","13","0","","1201.0","16.2645","Saturday","20151010"
"1119","1030","3023","69","8","","5521.0","7.245","Thursday","20151008"
"1371","1041","324","0","13","","721.0","18.4407","Thursday","20151008"
"1169","1296","1440","0","5","","1201.0","17.3753","Saturday","20151010"
"1169","1259","220","5","0","","241.0","12.3053","Sunday","20151011"
"1364","1392","57977","100","93","","63121.0","21.2037","Saturday","20151010"
"1364","904","4612","13","0","","4561.0","15.3916","Tuesday","20151006"
"1127","1239","180","5","0","","241.0","9.3854","Thursday","20151008"
"1381","1340","10","1","0","","1.0","10.2023","Thursday","20151008"
"1381","1207","415","1","0","","1.0","13.3324","Thursday","20151008"
"1286","1340","6144","96","37","","10321.0","17.1702","Wednesday","20151007"
"1286","1362","15","5","0","","241.0","13.1526","Monday","20151005"
"1307","1214","39761","153","88","","47041.0","12.3336","Tuesday","20151006"
"1214","1307","25095","60","93","","30481.0","21.0806","Thursday","20151008"
"1214","1052","833","0","13","","1441.0","17.2117","Thursday","20151008"
"1214","1308","125","5","0","","241.0","13.1833","Thursday","20151008"
"1214","1169","300","5","0","","241.0","12.1817","Friday","20151009"
"1349","1269","1435","21","16","","2161.0","10.4258","Thursday","20151008"
"757","1307","190","0","1","","1.0","20.5854","Tuesday","20151006"
"1116","1278","3729","21","0","","4081.0","15.1715","Wednesday","20151007"
"1116","867","9560","13","24","","10321.0","10.2236","Monday","20151005"
"897","1258","219","0","9","","481.0","19.4502","Sunday","20151011"
"1023","1169","1302","25","4","","1921.0","11.2702","Thursday","20151008"
"1023","1270","562","1","0","","1.0","10.2447","Tuesday","20151006"
"1222","1376","7139","32","21","","8161.0","1.4325","Monday","20151005"
"1307","1108","587","9","0","","721.0","12.5411","Wednesday","20151007"
"1307","757","9876","41","16","","10561.0","14.1658","Wednesday","20151007"
"1371","1364","468","4","5","","721.0","19.1236","Wednesday","20151007"
"1307","1388","3218","32","53","","5521.0","17.5636","Friday","20151009"
"1328","1258","1614","0","29","","2641.0","19.394","Friday","20151009"
"1288","1253","2058","9","0","","2401.0","14.2054","Friday","20151009"
"568","621","3676","69","32","","6241.0","10.272","Tuesday","20151006"
"897","1306","430","21","0","","1201.0","13.5859","Thursday","20151008"
"929","1003","1570","5","0","","1441.0","13.0748","Saturday","20151010"
"929","1288","481","13","0","","721.0","7.1827","Monday","20151005"
"929","1285","358","0","13","","721.0","17.3349","Tuesday","20151006"
"929","1334","250","0","5","","241.0","19.1815","Monday","20151005"
"1369","1363","1181","9","8","","1441.0","15.4255","Wednesday","20151007"
"1361","1207","6156","29","0","","6241.0","9.1739","Sunday","20151011"
"1361","1195","187","13","0","","721.0","14.2834","Wednesday","20151007"
"1361","1086","2706","21","0","","3121.0","12.0822","Tuesday","20151006"
"1361","1282","510","5","0","","481.0","12.2103","Tuesday","20151006"
"1361","654","1555","13","0","","1681.0","12.1529","Tuesday","20151006"
"1236","1392","565","13","8","","1201.0","13.4239","Friday","20151009"
"1236","1116","1148","0","13","","1441.0","17.264","Monday","20151005"
"1236","1052","2847","24","25","","3841.0","21.4858","Saturday","20151010"
"1236","1328","1054","13","20","","1921.0","12.3323","Friday","20151009"
"1236","568","1106","9","20","","1921.0","16.034","Thursday","20151008"
"1038","1269","14738","89","12","","17521.0","8.1456","Thursday","20151008"
"1365","1375","132","0","1","","1.0","20.3707","Wednesday","20151007"
"1196","1376","2604","5","12","","3121.0","11.3347","Friday","20151009"
"1203","1116","1594","32","21","","3121.0","19.2826","Thursday","20151008"
"1203","1307","1935","53","8","","4081.0","13.4714","Friday","20151009"
"1307","1380","13080","40","13","","14641.0","21.1009","Tuesday","20151006"
"1307","1205","857","8","5","","1201.0","21.1336","Tuesday","20151006"
"1307","1159","12","1","0","","1.0","11.5902","Tuesday","20151006"
"1023","1286","75","5","0","","241.0","14.2901","Tuesday","20151006"
"1150","1391","320","5","0","","481.0","12.3711","Wednesday","20151007"
"1169","1016","160","5","0","","241.0","12.1205","Sunday","20151011"
"1169","1150","435","0","5","","481.0","0.2958","Friday","20151009"
"654","1345","95","1","0","","1.0","14.0533","Tuesday","20151006"
"1306","1003","505","9","0","","721.0","9.1333","Tuesday","20151006"
"621","1382","215","0","5","","241.0","19.533","Thursday","20151008"
"1195","1109","1077","29","16","","3121.0","15.4415","Thursday","20151008"
"1318","1369","6316","5","4","","6241.0","12.4446","Wednesday","20151007"
"1315","1215","582","9","0","","961.0","13.0138","Monday","20151005"
"1109","1075","1165","5","0","","1201.0","13.0217","Friday","20151009"
"1109","1207","940","1","0","","1.0","13.0325","Thursday","20151008"
"1109","654","264","1","0","","1.0","10.2048","Thursday","20151008"
"1371","1384","19","1","0","","1.0","15.1046","Thursday","20151008"
"1392","1258","372","8","5","","721.0","19.3655","Thursday","20151008"
"989","1207","6162","16","1","","6721.0","18.1247","Thursday","20151008"
"1392","1362","5803","21","8","","6481.0","14.5337","Monday","20151005"
"1392","1150","5418","37","8","","6721.0","9.0602","Friday","20151009"
"1392","1194","189","5","0","","241.0","11.0108","Thursday","20151008"
"1392","1308","47","5","0","","241.0","8.4818","Friday","20151009"
"1392","1236","438","1","0","","1.0","8.5522","Friday","20151009"
"1016","1375","495","5","0","","481.0","12.4141","Saturday","20151010"
"1016","1273","2090","21","0","","2401.0","11.2416","Wednesday","20151007"
"1371","1394","33","1","4","","241.0","16.3017","Thursday","20151008"
"1052","1388","33173","41","20","","35041.0","14.332","Friday","20151009"
"1052","1236","3250","12","1","","3361.0","18.1516","Wednesday","20151007"
"1169","1004","773","16","5","","1441.0","18.1611","Wednesday","20151007"
"1169","1224","65","5","0","","241.0","14.3102","Friday","20151009"
"1362","1192","380","5","0","","481.0","15.0727","Tuesday","20151006"
"1362","1258","2183","8","17","","1441.0","21.3158","Monday","20151005"
"1004","989","709","0","1","","1.0","19.3855","Sunday","20151011"
"1004","870","3905","8","1","","3841.0","21.074","Sunday","20151011"
"1226","568","1251","13","0","","1681.0","11.3553","Tuesday","20151006"
"1226","1186","640","5","0","","721.0","11.1921","Tuesday","20151006"
"1226","1227","955","13","0","","1201.0","13.0743","Tuesday","20151006"
"1226","1288","1613","21","0","","2161.0","15.2641","Thursday","20151008"
"1226","1286","1584","13","28","","2881.0","11.4952","Tuesday","20151006"
"1091","1274","105","0","5","","241.0","18.2809","Monday","20151005"
"845","867","2712","13","0","","2401.0","15.0619","Tuesday","20151006"
"845","1118","2059","8","5","","2401.0","23.5722","Wednesday","20151007"
"845","1075","2746","13","8","","2881.0","9.465","Monday","20151005"
"845","1207","3690","21","0","","3841.0","12.0257","Friday","20151009"
"1328","1274","6387","16","5","","7201.0","17.3102","Wednesday","20151007"
"1076","1130","776","8","5","","961.0","21.3152","Monday","20151005"
"1342","1361","29","1","0","","1.0","16.4604","Saturday","20151010"
"1292","1121","1330","5","0","","1201.0","13.5105","Monday","20151005"
"1292","1118","1237","13","0","","1441.0","13.2315","Wednesday","20151007"
"1292","1003","3092","9","0","","2881.0","8.3511","Monday","20151005"
"1292","1347","4685","5","0","","3841.0","13.5929","Tuesday","20151006"
"1292","1380","290","5","0","","241.0","10.4414","Tuesday","20151006"
"1292","1282","10954","45","0","","12241.0","9.5006","Friday","20151009"
"1292","1376","885","5","0","","721.0","9.1112","Friday","20151009"
"1292","1278","1850","5","0","","1681.0","9.1706","Friday","20151009"
"1292","1340","6125","5","0","","5041.0","13.5817","Friday","20151009"
"1292","1275","1050","5","0","","961.0","10.5319","Thursday","20151008"
"1292","1195","2255","5","0","","1921.0","10.3908","Thursday","20151008"
"1273","1296","575","5","0","","481.0","9.2703","Wednesday","20151007"
"1342","1136","70","1","0","","1.0","10.1013","Wednesday","20151007"
"1023","1304","334","21","0","","1201.0","12.232","Friday","20151009"
"1023","1273","553","13","0","","1201.0","11.1626","Monday","20151005"
"1023","1333","1660","13","4","","2401.0","15.3319","Tuesday","20151006"
"1023","767","435","5","0","","481.0","14.2847","Tuesday","20151006"
"1004","1173","205","5","0","","241.0","11.1627","Friday","20151009"
"1311","1173","1277","33","0","","1921.0","13.5004","Wednesday","20151007"
"621","1310","8491","37","0","","9601.0","16.5511","Sunday","20151011"
"621","1355","485","0","5","","481.0","20.5417","Wednesday","20151007"
"1052","1259","372","1","0","","1.0","14.0043","Monday","20151005"
"1235","1340","17247","37","24","","18721.0","10.0708","Monday","20151005"
"1235","1173","165","5","0","","241.0","16.3515","Saturday","20151010"
"1235","1359","140","5","0","","241.0","10.474","Sunday","20151011"
"621","1388","636","29","0","","1681.0","12.2643","Thursday","20151008"
"621","1273","1213","9","0","","1441.0","15.4718","Wednesday","20151007"
"1003","870","14213","21","12","","14881.0","16.1535","Sunday","20151011"
"1003","1259","267","0","1","","1.0","22.4108","Wednesday","20151007"
"896","1186","30","1","0","","1.0","15.0248","Saturday","20151010"
"1359","1273","1063","13","0","","1441.0","7.5054","Thursday","20151008"
"1359","982","110","5","0","","241.0","10.5917","Monday","20151005"
"897","654","424","13","0","","721.0","12.5447","Monday","20151005"
"1258","845","33","1","0","","1.0","14.0056","Saturday","20151010"
"1215","1173","244","13","0","","721.0","15.4955","Wednesday","20151007"
"1215","1134","314","17","4","","1201.0","7.4453","Wednesday","20151007"
"621","1292","155","5","0","","241.0","13.4837","Friday","20151009"
"1133","1363","605","5","0","","721.0","16.1806","Wednesday","20151007"
"1258","568","3274","65","28","","6241.0","12.0744","Thursday","20151008"
"1258","867","1642","9","0","","1921.0","9.3635","Monday","20151005"
"1258","1286","15","1","0","","1.0","11.1317","Thursday","20151008"
"1363","1307","1396","0","33","","2401.0","21.0823","Tuesday","20151006"
"1215","1362","3894","24","13","","4801.0","17.1803","Friday","20151009"
"1215","1207","2420","5","0","","2161.0","12.5042","Monday","20151005"
"1215","1221","970","5","0","","961.0","15.3819","Tuesday","20151006"
"1215","1351","61","1","0","","1.0","11.0707","Saturday","20151010"
"1215","1363","215","0","1","","1.0","23.1126","Friday","20151009"
"1334","1273","5","5","0","","241.0","12.174","Thursday","20151008"
"904","1188","125","0","5","","241.0","20.3933","Sunday","20151011"
"1259","870","910","5","0","","961.0","14.1425","Tuesday","20151006"
"1304","1186","237","9","0","","481.0","8.4201","Wednesday","20151007"
"1351","1004","1217","13","0","","1441.0","10.5846","Thursday","20151008"
"904","1118","180","5","0","","241.0","15.1725","Friday","20151009"
"904","1349","217","0","13","","721.0","18.2055","Wednesday","20151007"
"1102","1362","564","13","0","","961.0","16.3532","Friday","20151009"
"1102","1296","185","1","0","","1.0","12.3635","Saturday","20151010"
"1359","1362","22","1","0","","1.0","11.4747","Monday","20151005"
"1359","1169","39","1","0","","1.0","7.2226","Monday","20151005"
"1359","767","233","1","0","","1.0","7.5614","Thursday","20151008"
"1120","1269","2671","12","65","","5281.0","1.5952","Wednesday","20151007"
"1306","1173","418","21","0","","1201.0","13.3925","Monday","20151005"
"1306","1328","235","5","0","","241.0","9.2104","Saturday","20151010"
"1306","1194","275","5","0","","241.0","16.2234","Saturday","20151010"
"1306","1215","2150","0","21","","2641.0","19.2714","Tuesday","20151006"
"1331","1289","1270","13","0","","1681.0","16.5801","Sunday","20151011"
"1331","1212","1405","8","5","","1441.0","17.1644","Thursday","20151008"
"1331","767","1133","9","0","","1201.0","11.4813","Thursday","20151008"
"1331","1275","47","0","1","","1.0","17.0036","Tuesday","20151006"
"1381","1342","5326","29","8","","6241.0","14.413","Tuesday","20151006"
"1381","1226","4221","13","8","","5041.0","15.4341","Thursday","20151008"
"1274","1260","8403","68","13","","11521.0","17.1958","Tuesday","20151006"
"1381","1086","26247","13","16","","26161.0","16.391","Saturday","20151010"
"1381","989","11511","8","21","","11521.0","21.4411","Thursday","20151008"
"1306","904","281","13","0","","721.0","13.2226","Monday","20151005"
"1306","1351","793","21","0","","1681.0","13.0841","Thursday","20151008"
"1306","896","535","5","0","","481.0","12.1919","Friday","20151009"
"568","1259","17","0","1","","1.0","18.3816","Saturday","20151010"
"1307","886","222","1","0","","1.0","11.1735","Sunday","20151011"
"1274","1003","1604","13","0","","1681.0","9.5852","Saturday","20151010"
"1340","1277","15","1","0","","1.0","6.5231","Sunday","20151011"
"1273","1121","24","0","1","","1.0","18.4015","Sunday","20151011"
"1273","1169","68","1","0","","1.0","11.1219","Monday","20151005"
"1336","1352","2378","5","32","","3121.0","13.062","Wednesday","20151007"
"1336","1270","410","5","0","","481.0","16.501","Tuesday","20151006"
"1336","904","115","0","5","","241.0","17.4654","Monday","20151005"
"1336","1274","65","5","0","","241.0","12.2059","Monday","20151005"
"568","1030","1214","21","0","","1681.0","12.0434","Tuesday","20151006"
"568","1286","2869","29","0","","3601.0","11.5437","Monday","20151005"
"568","1204","345","0","5","","481.0","17.4933","Friday","20151009"
"1359","1118","2300","5","0","","1921.0","16.3357","Monday","20151005"
"1359","1336","65","5","0","","241.0","12.5339","Monday","20151005"
"1359","1192","425","5","0","","481.0","16.5022","Wednesday","20151007"
"1331","896","2548","9","0","","2401.0","10.1922","Sunday","20151011"
"1041","1310","195","5","0","","241.0","9.5946","Thursday","20151008"
"1307","1016","5900","53","28","","8881.0","14.1143","Thursday","20151008"
"1286","1241","872","1","4","","961.0","10.5942","Tuesday","20151006"
"1258","897","429","9","0","","481.0","13.1416","Thursday","20151008"
"1080","1086","2537","29","0","","3361.0","15.4914","Thursday","20151008"
"1080","1275","1335","5","0","","1201.0","15.5055","Thursday","20151008"
"1080","975","633","13","0","","961.0","9.4408","Wednesday","20151007"
"1116","1214","1057","17","0","","1681.0","12.231","Wednesday","20151007"
"1116","1295","110","0","5","","241.0","17.2611","Thursday","20151008"
"1120","1194","250","5","0","","241.0","11.4401","Thursday","20151008"
"1333","1340","139","1","0","","1.0","15.5728","Saturday","20151010"
"1253","1269","6629","45","16","","7681.0","5.3825","Monday","20151005"
"1075","1342","12402","77","48","","17521.0","10.2312","Monday","20151005"
"1075","1136","3035","5","0","","2641.0","15.3224","Thursday","20151008"
"1075","1226","2957","13","0","","3121.0","15.2524","Thursday","20151008"
"1041","1332","562","13","4","","961.0","12.5751","Saturday","20151010"
"1041","1086","150","5","0","","241.0","14.5525","Tuesday","20151006"
"1016","1120","465","13","0","","721.0","12.5236","Thursday","20151008"
"1331","1194","15315","117","56","","20881.0","13.1459","Friday","20151009"
"1310","975","115","0","5","","241.0","21.5223","Thursday","20151008"
"1130","1102","125","0","5","","241.0","19.531","Tuesday","20151006"
"1376","1306","3909","25","0","","4081.0","9.1936","Saturday","20151010"
"1376","568","787","13","8","","1681.0","13.2729","Thursday","20151008"
"1340","1289","225","5","0","","241.0","11.3414","Tuesday","20151006"
"904","1077","28827","96","109","","34081.0","20.1652","Wednesday","20151007"
"904","1109","924","13","0","","1201.0","12.3546","Tuesday","20151006"
"654","1247","818","20","1","","1201.0","17.3111","Thursday","20151008"
"1350","870","3716","13","0","","3841.0","10.2043","Thursday","20151008"
"1352","1307","14978","288","73","","27601.0","18.1249","Friday","20151009"
"1352","1376","1434","4","13","","2161.0","20.5851","Wednesday","20151007"
"1352","1270","4893","25","12","","6241.0","13.2019","Wednesday","20151007"
"1352","1343","336","5","0","","481.0","12.0438","Thursday","20151008"
"1352","1218","925","21","4","","1441.0","12.0653","Thursday","20151008"
"1352","1371","1458","25","4","","1681.0","10.4532","Monday","20151005"
"991","1342","725","5","0","","721.0","14.1444","Tuesday","20151006"
"1169","1008","1438","21","0","","1921.0","10.3945","Saturday","20151010"
"1169","1118","855","5","0","","721.0","13.5451","Thursday","20151008"
"1023","697","230","5","0","","241.0","5.1828","Sunday","20151011"
"1388","1335","220","0","5","","241.0","18.151","Tuesday","20151006"
"1388","1391","641","21","0","","1441.0","16.4256","Wednesday","20151007"
"1388","975","160","5","0","","241.0","15.1411","Wednesday","20151007"
"1388","1107","425","5","0","","481.0","15.5956","Friday","20151009"
"1388","1340","145","0","5","","241.0","17.5531","Tuesday","20151006"
"896","1363","5826","45","0","","7201.0","13.1409","Saturday","20151010"
"896","1384","205","5","0","","241.0","16.3946","Saturday","20151010"
"1363","1241","230","5","0","","241.0","14.5044","Sunday","20151011"
"1118","767","1505","13","0","","1681.0","15.3933","Thursday","20151008"
"1235","1203","205","0","13","","721.0","18.3636","Tuesday","20151006"
"1235","654","2281","0","13","","2641.0","23.2653","Sunday","20151011"
"1352","1332","475","0","5","","481.0","0.4252","Wednesday","20151007"
"1215","1282","3050","5","16","","3841.0","10.082","Thursday","20151008"
"1215","1273","2586","13","0","","2881.0","10.5821","Thursday","20151008"
"1215","1119","657","5","4","","961.0","11.5356","Tuesday","20151006"
"1367","870","9208","24","9","","9841.0","19.5423","Saturday","20151010"
"1367","1195","1327","13","0","","1681.0","12.2504","Sunday","20151011"
"1367","1092","24269","125","0","","28561.0","12.4547","Saturday","20151010"
"1367","1340","2702","13","0","","2641.0","16.4738","Thursday","20151008"
"1367","1307","3804","21","0","","4561.0","14.3707","Thursday","20151008"
"1367","929","1355","5","0","","1201.0","14.1438","Saturday","20151010"
"1308","989","715","5","0","","721.0","13.2249","Thursday","20151008"
"1150","1296","1891","13","0","","2161.0","15.5625","Monday","20151005"
"1304","1306","3978","21","0","","4561.0","16.5429","Saturday","20151010"
"1304","1273","915","5","0","","961.0","11.553","Wednesday","20151007"
"1373","1286","1041","0","29","","2161.0","0.5933","Friday","20151009"
"1373","1384","677","13","0","","721.0","13.305","Monday","20151005"
"1204","1226","4224","21","32","","5521.0","11.2415","Saturday","20151010"
"1204","1307","831","37","0","","2161.0","12.2133","Thursday","20151008"
"1204","1215","80","0","5","","241.0","19.2237","Thursday","20151008"
"1204","621","2662","13","0","","3121.0","15.0451","Wednesday","20151007"
"1204","1221","1144","8","13","","1681.0","18.0559","Wednesday","20151007"
"621","1394","125","5","0","","241.0","15.3603","Tuesday","20151006"
"1169","1336","2067","73","0","","4321.0","15.1537","Saturday","20151010"
"1334","1269","10982","65","24","","13441.0","12.3705","Friday","20151009"
"1334","1332","440","0","5","","481.0","19.1524","Saturday","20151010"
"1150","1194","179","1","0","","1.0","7.1601","Saturday","20151010"
"1392","1266","1881","13","0","","1921.0","9.0822","Wednesday","20151007"
"1392","1306","1760","13","0","","2161.0","11.3031","Saturday","20151010"
"1392","1041","2626","13","4","","3121.0","16.0726","Wednesday","20151007"
"1392","1340","252","4","9","","721.0","19.1628","Friday","20151009"
"1371","1273","6250","17","0","","5761.0","16.473","Monday","20151005"
"1371","929","130","9","0","","481.0","9.5833","Wednesday","20151007"
"1371","1292","555","5","0","","481.0","13.4414","Sunday","20151011"
"1286","982","1303","89","8","","5761.0","16.2706","Wednesday","20151007"
"1286","1134","266","21","0","","1201.0","9.35","Friday","20151009"
"1215","1169","2138","53","16","","4081.0","12.4931","Friday","20151009"
"1052","1308","597","13","0","","961.0","16.2143","Thursday","20151008"
"1351","975","225","5","0","","241.0","14.2231","Saturday","20151010"
"804","1086","840","5","0","","961.0","13.0752","Monday","20151005"
"1381","1052","930","0","5","","961.0","19.5001","Tuesday","20151006"
"1315","867","130","1","0","","1.0","12.3827","Friday","20151009"
"1282","1307","185","1","0","","1.0","13.5842","Tuesday","20151006"
"845","1239","1484","33","20","","3601.0","10.1525","Thursday","20151008"
"845","1110","120","1","0","","1.0","16.2059","Friday","20151009"
"1351","870","3086","28","9","","4081.0","19.0427","Monday","20151005"
"1121","982","48","5","0","","241.0","8.1334","Saturday","20151010"
"1307","1345","2333","29","28","","4081.0","16.4553","Thursday","20151008"
"1307","1303","1105","5","0","","961.0","16.293","Wednesday","20151007"
"1134","867","9319","21","0","","9361.0","16.3334","Monday","20151005"
"886","1221","155","5","0","","241.0","14.2356","Tuesday","20151006"
"886","1059","6245","5","0","","5041.0","10.0853","Thursday","20151008"
"886","1173","2385","5","0","","1921.0","9.5133","Thursday","20151008"
"886","1226","4486","21","0","","4561.0","13.5504","Friday","20151009"
"886","870","1984","4","9","","2161.0","18.0132","Thursday","20151008"
"1391","1204","425","5","0","","481.0","15.3232","Sunday","20151011"
"1116","1222","108","5","0","","241.0","15.1603","Thursday","20151008"
"1116","1236","294","1","0","","1.0","13.1642","Thursday","20151008"
"568","1340","5237","0","17","","5761.0","18.2454","Monday","20151005"
"568","1355","24","0","1","","1.0","20.3131","Wednesday","20151007"
"568","804","72","1","0","","1.0","15.2829","Sunday","20151011"
"568","1371","3333","37","8","","5041.0","16.5044","Friday","20151009"
"568","1380","813","9","0","","721.0","15.2015","Tuesday","20151006"
"568","1362","31","1","0","","1.0","14.2753","Saturday","20151010"
"1081","1286","142","5","0","","241.0","12.321","Friday","20151009"
"1081","1204","245","5","0","","241.0","11.2358","Monday","20151005"
"897","1394","123","13","0","","721.0","14.2532","Monday","20151005"
"654","1371","1506","8","13","","1921.0","20.5044","Wednesday","20151007"
"1239","1340","358","5","4","","481.0","12.2327","Tuesday","20151006"
"1239","1382","1025","5","0","","961.0","13.212","Friday","20151009"
"1239","1081","150","0","5","","241.0","18.3848","Tuesday","20151006"
"1239","1127","200","5","0","","241.0","14.4008","Wednesday","20151007"
"1380","1186","170","1","0","","1.0","8.1354","Saturday","20151010"
"1023","1296","3345","5","4","","2881.0","14.0648","Wednesday","20151007"
"1350","1288","532","8","5","","961.0","17.244","Thursday","20151008"
"1134","1127","192","13","0","","721.0","11.2423","Thursday","20151008"
"1134","1350","105","5","0","","241.0","14.3609","Wednesday","20151007"
"1134","1008","115","5","0","","241.0","11.0132","Thursday","20151008"
"1134","1345","1010","5","0","","961.0","16.1155","Wednesday","20151007"
"1266","1204","476","13","0","","721.0","16.0351","Tuesday","20151006"
"1004","1204","355","5","0","","481.0","12.4638","Monday","20151005"
"654","1218","9647","101","44","","14881.0","12.3558","Thursday","20151008"
"654","1235","3046","8","37","","4081.0","20.4556","Wednesday","20151007"
"654","1258","205","5","0","","241.0","12.0216","Friday","20151009"
"1130","904","1430","13","0","","1681.0","10.2432","Monday","20151005"
"1130","1342","10","5","0","","241.0","9.38","Friday","20151009"
"1130","1375","555","5","0","","481.0","10.3857","Sunday","20151011"
"1008","1363","340","5","0","","481.0","14.194","Sunday","20151011"
"1008","1380","40","5","0","","241.0","9.3903","Monday","20151005"
"1008","1102","300","5","0","","241.0","9.3735","Saturday","20151010"
"1008","1130","603","9","12","","1201.0","9.3959","Saturday","20151010"
"1307","1333","864","21","24","","2641.0","11.5418","Wednesday","20151007"
"904","870","1000","0","5","","961.0","21.4029","Friday","20151009"
"1041","1258","1259","5","8","","1441.0","16.3317","Thursday","20151008"
"1226","1379","360","5","0","","481.0","11.1102","Saturday","20151010"
"757","1349","1047","8","5","","1201.0","17.07","Tuesday","20151006"
"757","1308","100","5","0","","241.0","15.4602","Sunday","20151011"
"757","1355","200","5","0","","241.0","16.3509","Friday","20151009"
"757","1306","912","13","0","","1441.0","15.1502","Monday","20151005"
"757","1169","40","0","5","","241.0","17.5252","Saturday","20151010"
"757","1118","482","13","0","","961.0","8.5027","Sunday","20151011"
"757","1278","515","5","0","","481.0","16.1021","Thursday","20151008"
"757","886","540","5","0","","481.0","10.3101","Thursday","20151008"
"757","989","1800","0","5","","1441.0","18.5256","Wednesday","20151007"
"1130","1041","1277","37","0","","2641.0","5.0233","Tuesday","20151006"
"1130","1134","273","5","4","","481.0","15.3253","Friday","20151009"
"1130","1336","392","8","5","","721.0","23.095","Saturday","20151010"
"1130","1285","585","5","8","","961.0","9.5019","Wednesday","20151007"
"1130","991","270","5","0","","241.0","14.4146","Thursday","20151008"
"1221","1186","423","9","0","","721.0","16.025","Thursday","20151008"
"1221","1270","62","0","1","","1.0","18.3307","Friday","20151009"
"1118","1308","408","0","5","","481.0","21.0319","Saturday","20151010"
"1118","989","7260","8","5","","7681.0","22.2347","Friday","20151009"
"1118","1188","7777","97","0","","10561.0","13.3738","Monday","20151005"
